variant,model,station,metric,delta,ci_low,ci_high,p_value,improvement_direction,q_value,fdr_reject
sens_monthly,MIROC6,500301,mPBIAS_abs,-17.724792005105247,-36.06831758692163,24.703283465103215,0.318,lower,0.51568,False
sens_monthly,MIROC6,500301,mNSE,0.16215304694429827,-0.7305132879501215,0.8862168759345648,0.585,higher,0.68748,False
sens_tailcap,ACCESS-ESM1-5,500001,mRMSE,40.43209989525884,23.468033632180877,58.199589717713785,0.0,lower,0.0,True
sens_tailcap,ACCESS-ESM1-5,500001,mPBIAS_abs,13.567033357420598,-9.172928683019187,26.566371840203928,0.25,lower,0.30822,False
sens_tailcap,ACCESS-ESM1-5,500001,mNSE,-1.3768620899435369,-2.380648930219901,-0.5842412200731248,0.0,higher,0.0,True
sens_tailcap,ACCESS-ESM1-5,500002,mRMSE,32.86642987095335,22.458378538972532,43.43309326590036,0.0,lower,0.0,True
sens_tailcap,ACCESS-ESM1-5,500002,mPBIAS_abs,-8.637499925168731,-16.75813406112523,10.370212737777628,0.266,lower,0.32351,False
sens_tailcap,ACCESS-ESM1-5,500002,mNSE,-1.0116989236866127,-1.7861126764715316,-0.5224472447962919,0.0,higher,0.0,True
sens_tailcap,ACCESS-ESM1-5,500003,mRMSE,67.80275335523596,42.30937755578435,92.06061306306391,0.0,lower,0.0,True
sens_tailcap,ACCESS-ESM1-5,500003,mPBIAS_abs,35.699613789686914,-3.373170910583631,56.14293108578375,0.073,lower,0.1095,False
sens_tailcap,ACCESS-ESM1-5,500003,mNSE,-2.57489109033589,-4.348814482428117,-1.2272516432903027,0.0,higher,0.0,True
sens_tailcap,ACCESS-ESM1-5,500004,mRMSE,2.8789249966154826,-3.664794187877147,9.011612681698264,0.37,lower,0.41887,False
sens_tailcap,ACCESS-ESM1-5,500004,mPBIAS_abs,-40.05936294427896,-48.788976144981454,-30.9559429473919,0.0,lower,0.0,True
sens_tailcap,ACCESS-ESM1-5,500004,mNSE,-0.11877273400912469,-0.3815266656439552,0.1487459326606135,0.37,higher,0.41887,False
sens_tailcap,ACCESS-ESM1-5,500005,mRMSE,-44.314730727156174,-57.42627421857235,-31.98800102904118,0.0,lower,0.0,True
sens_tailcap,ACCESS-ESM1-5,500005,mPBIAS_abs,-39.429048605528465,-48.08945839444458,-32.62215156489823,0.0,lower,0.0,True
sens_tailcap,ACCESS-ESM1-5,500005,mNSE,1.3903916374378473,0.7568853902189271,2.3099981441682713,0.0,higher,0.0,True
sens_tailcap,ACCESS-ESM1-5,500006,mRMSE,-46.25960228053287,-59.64665728209932,-34.324424865553695,0.0,lower,0.0,True
sens_tailcap,ACCESS-ESM1-5,500006,mPBIAS_abs,-34.17095706903339,-40.3670061786013,-24.35618148638758,0.0,lower,0.0,True
sens_tailcap,ACCESS-ESM1-5,500006,mNSE,1.5300955986266622,0.9806372103561286,2.279847975171623,0.0,higher,0.0,True
sens_tailcap,ACCESS-ESM1-5,500007,mRMSE,14.286226398151248,4.815928068133538,26.406383721637077,0.0,lower,0.0,True
sens_tailcap,ACCESS-ESM1-5,500007,mPBIAS_abs,15.95110851850021,-19.44549952547679,31.972964341031354,0.334,lower,0.38522,False
sens_tailcap,ACCESS-ESM1-5,500007,mNSE,-0.5740605390585543,-1.2608836453786723,-0.14413406507292945,0.0,higher,0.0,True
sens_tailcap,ACCESS-ESM1-5,500008,mRMSE,-13.07916578208639,-21.776624706022467,-3.873487967455236,0.007,lower,0.01156,True
sens_tailcap,ACCESS-ESM1-5,500008,mPBIAS_abs,11.373486568876192,-15.673221588928918,29.030720154060127,0.376,lower,0.423,False
sens_tailcap,ACCESS-ESM1-5,500008,mNSE,0.43016910247511114,0.10295299243022002,0.8164770473094287,0.007,higher,0.01156,True
sens_tailcap,ACCESS-ESM1-5,500009,mRMSE,-12.251830520453321,-22.1534816004661,-2.7350014201240804,0.012,lower,0.01929,True
sens_tailcap,ACCESS-ESM1-5,500009,mPBIAS_abs,9.494978561992085,-18.983413312021607,25.916847787800464,0.457,lower,0.49855,False
sens_tailcap,ACCESS-ESM1-5,500009,mNSE,0.41672593302568495,0.07972132157025703,0.8665572845011545,0.012,higher,0.01929,True
sens_tailcap,ACCESS-ESM1-5,500201,mRMSE,28.422030801324375,-7.205728379870766,69.8754484626342,0.227,lower,0.28573,False
sens_tailcap,ACCESS-ESM1-5,500201,mPBIAS_abs,-35.58998167349276,-48.16089296000885,-15.970473312259735,0.004,lower,0.00686,True
sens_tailcap,ACCESS-ESM1-5,500201,mNSE,-1.2172225033403283,-3.7215117176736907,0.24158691698169613,0.227,higher,0.28573,False
sens_tailcap,ACCESS-ESM1-5,500202,mRMSE,65.49194545236608,32.19777933238438,103.20532958238671,0.0,lower,0.0,True
sens_tailcap,ACCESS-ESM1-5,500202,mPBIAS_abs,18.4850409415672,-3.4299941246678287,36.97865537259928,0.091,lower,0.13426,False
sens_tailcap,ACCESS-ESM1-5,500202,mNSE,-2.586886257759139,-6.262272294971808,-0.7497716997117221,0.0,higher,0.0,True
sens_tailcap,ACCESS-ESM1-5,500301,mRMSE,55.02060774497,30.386663822961502,80.54124665413767,0.0,lower,0.0,True
sens_tailcap,ACCESS-ESM1-5,500301,mPBIAS_abs,23.318545365036424,-13.963975678778825,41.536138933629964,0.186,lower,0.24985,False
sens_tailcap,ACCESS-ESM1-5,500301,mNSE,-1.7636830397088383,-3.8064911757494118,-0.5987912851822998,0.0,higher,0.0,True
sens_tailcap,CESM2,500001,mRMSE,21.724290709298057,13.477381526011126,30.241208773729152,0.0,lower,0.0,True
sens_tailcap,CESM2,500001,mPBIAS_abs,-1.9920029158655592,-9.926830546483524,10.264788950214776,0.59,lower,0.61387,False
sens_tailcap,CESM2,500001,mNSE,-0.6783073268260769,-1.0731742399426247,-0.35538890532996786,0.0,higher,0.0,True
sens_tailcap,CESM2,500002,mRMSE,3.6697453487657703,-7.722094447773072,14.982681610254927,0.557,lower,0.58632,False
sens_tailcap,CESM2,500002,mPBIAS_abs,-19.917286840517175,-32.79603588710243,11.22343873187586,0.172,lower,0.23815,False
sens_tailcap,CESM2,500002,mNSE,-0.10241649717538837,-0.4319328961508058,0.22270827670741547,0.557,higher,0.58632,False
sens_tailcap,CESM2,500003,mRMSE,22.44641518632858,9.525396232048099,35.682808113638735,0.002,lower,0.0035,True
sens_tailcap,CESM2,500003,mPBIAS_abs,-11.884432017669434,-18.300014626373706,-4.40026812687017,0.008,lower,0.01309,True
sens_tailcap,CESM2,500003,mNSE,-0.8060802239170628,-1.4442463830938093,-0.2835363440823747,0.002,higher,0.0035,True
sens_tailcap,CESM2,500004,mRMSE,16.921043510932293,7.11172002672723,26.55677544862601,0.001,lower,0.00189,True
sens_tailcap,CESM2,500004,mPBIAS_abs,-12.184667207591625,-21.024691350811025,14.180839846200938,0.202,lower,0.26933,False
sens_tailcap,CESM2,500004,mNSE,-0.6405087480326327,-1.102382848985714,-0.24413515630451751,0.001,higher,0.00189,True
sens_tailcap,CESM2,500005,mRMSE,-22.195344351928146,-29.785209649183514,-14.514016821760553,0.0,lower,0.0,True
sens_tailcap,CESM2,500005,mPBIAS_abs,-14.72213136917661,-22.08232743508101,2.8611424496096136,0.072,lower,0.10891,False
sens_tailcap,CESM2,500005,mNSE,0.6503663256860028,0.321184665395164,1.1139662814623184,0.0,higher,0.0,True
sens_tailcap,CESM2,500006,mRMSE,-23.49948673727431,-31.6402911695383,-15.18753931805855,0.0,lower,0.0,True
sens_tailcap,CESM2,500006,mPBIAS_abs,-9.797936535546686,-19.128498449399604,9.75882706657066,0.33,lower,0.38522,False
sens_tailcap,CESM2,500006,mNSE,0.7257540480224135,0.4049214756409104,1.1423225225884486,0.0,higher,0.0,True
sens_tailcap,CESM2,500007,mRMSE,-16.683114118878386,-24.276620990226956,-7.6049632446332485,0.0,lower,0.0,True
sens_tailcap,CESM2,500007,mPBIAS_abs,-17.14754399434622,-23.163507632036747,2.951032750901514,0.079,lower,0.11752,False
sens_tailcap,CESM2,500007,mNSE,0.6700257739910901,0.30032777042694003,1.0556952886934126,0.0,higher,0.0,True
sens_tailcap,CESM2,500008,mRMSE,-15.582286402363188,-23.33902727588548,-7.742878018048908,0.0,lower,0.0,True
sens_tailcap,CESM2,500008,mPBIAS_abs,-1.0829867944911589,-13.229880691521743,11.095690435564224,0.964,lower,0.96939,False
sens_tailcap,CESM2,500008,mNSE,0.5088854636202158,0.23724367941428726,0.7880556301912036,0.0,higher,0.0,True
sens_tailcap,CESM2,500009,mRMSE,-31.228149513496902,-41.74443805074217,-20.94158040516021,0.0,lower,0.0,True
sens_tailcap,CESM2,500009,mPBIAS_abs,-13.917726444742229,-21.85274232422669,5.495239780083224,0.113,lower,0.16403,False
sens_tailcap,CESM2,500009,mNSE,1.0910332238677585,0.6515282588340103,1.5875285660507432,0.0,higher,0.0,True
sens_tailcap,CESM2,500201,mRMSE,25.47079077219314,6.873958481498338,44.10027757929994,0.006,lower,0.01009,True
sens_tailcap,CESM2,500201,mPBIAS_abs,-11.558636071584676,-24.86958979975584,17.186638779071025,0.284,lower,0.34309,False
sens_tailcap,CESM2,500201,mNSE,-0.8544199756185956,-1.5135606351627897,-0.22439250639523706,0.006,higher,0.01009,True
sens_tailcap,CESM2,500202,mRMSE,35.949741654257856,19.771039753833957,51.05770644848034,0.0,lower,0.0,True
sens_tailcap,CESM2,500202,mPBIAS_abs,-4.726365800839408,-13.77106740443553,10.187383303783065,0.326,lower,0.38522,False
sens_tailcap,CESM2,500202,mNSE,-1.2371293695904697,-2.1753454544487245,-0.5913631470036175,0.0,higher,0.0,True
sens_tailcap,CESM2,500301,mRMSE,33.50375369155131,20.986337273906727,45.93179628370661,0.0,lower,0.0,True
sens_tailcap,CESM2,500301,mPBIAS_abs,4.184365269509895,-3.311755900151153,11.344747011151378,0.336,lower,0.38522,False
sens_tailcap,CESM2,500301,mNSE,-1.028108883809405,-1.8309282742144024,-0.5181095628237408,0.0,higher,0.0,True
sens_tailcap,CanESM5,500001,mRMSE,6.7255115789216955,4.02670375735402,9.486543942989096,0.0,lower,0.0,True
sens_tailcap,CanESM5,500001,mPBIAS_abs,16.84631614777083,12.731563010646475,21.479292925764312,0.002,lower,0.0035,True
sens_tailcap,CanESM5,500001,mNSE,-0.16706904107339443,-0.2651695853834009,-0.08673800515886039,0.0,higher,0.0,True
sens_tailcap,CanESM5,500002,mRMSE,16.860014163390012,13.939361345470315,19.850771367974826,0.0,lower,0.0,True
sens_tailcap,CanESM5,500002,mPBIAS_abs,20.38392205456025,16.680365653029597,23.81408094958643,0.002,lower,0.0035,True
sens_tailcap,CanESM5,500002,mNSE,-0.3900800900876104,-0.5788613949668499,-0.25530283442766655,0.0,higher,0.0,True
sens_tailcap,CanESM5,500003,mRMSE,13.536229464595994,8.027619134589816,19.755716412796957,0.0,lower,0.0,True
sens_tailcap,CanESM5,500003,mPBIAS_abs,3.436424046009526,-1.62952674842182,8.084851293824771,0.176,lower,0.2409,False
sens_tailcap,CanESM5,500003,mNSE,-0.33586534073309926,-0.5218168979508025,-0.18860010325959184,0.0,higher,0.0,True
sens_tailcap,CanESM5,500004,mRMSE,2.3259980102308786,-3.7401891353901893,8.111390528906238,0.448,lower,0.49171,False
sens_tailcap,CanESM5,500004,mPBIAS_abs,17.599020504724745,-16.1054264381802,40.92308193054371,0.295,lower,0.354,False
sens_tailcap,CanESM5,500004,mNSE,-0.06735151755591036,-0.24309304696101627,0.10108617163844584,0.448,higher,0.49171,False
sens_tailcap,CanESM5,500005,mRMSE,-14.262723642116633,-25.704279311916913,-5.216862822650891,0.0,lower,0.0,True
sens_tailcap,CanESM5,500005,mPBIAS_abs,-1.04114260381368,-38.25090845761033,27.865133623953227,0.997,lower,0.997,False
sens_tailcap,CanESM5,500005,mNSE,0.3577371618657942,0.10945391751773902,0.7410652428122018,0.0,higher,0.0,True
sens_tailcap,CanESM5,500006,mRMSE,-13.36185249384759,-24.934370082756573,-5.188310080761225,0.0,lower,0.0,True
sens_tailcap,CanESM5,500006,mPBIAS_abs,16.43718352320803,-7.833005257455201,28.406367059619175,0.17,lower,0.23721,False
sens_tailcap,CanESM5,500006,mNSE,0.363598912762141,0.13083364861820332,0.722748319278169,0.0,higher,0.0,True
sens_tailcap,CanESM5,500007,mRMSE,-13.57081767253705,-22.318550634682698,-5.283303831382523,0.001,lower,0.00189,True
sens_tailcap,CanESM5,500007,mPBIAS_abs,6.760057614647908,-26.10430292967839,32.70954686656799,0.666,lower,0.68503,False
sens_tailcap,CanESM5,500007,mNSE,0.4677972018890428,0.16833999523574258,0.851533635870311,0.001,higher,0.00189,True
sens_tailcap,CanESM5,500008,mRMSE,-17.230897032843565,-30.522102507272983,-6.163899649440788,0.0,lower,0.0,True
sens_tailcap,CanESM5,500008,mPBIAS_abs,12.35512745684747,-10.114891408734296,26.248576709689026,0.299,lower,0.35642,False
sens_tailcap,CanESM5,500008,mNSE,0.5469968866907666,0.18357760400302497,1.0378592099006607,0.0,higher,0.0,True
sens_tailcap,CanESM5,500009,mRMSE,-6.123600616624936,-10.432946355316258,-2.7303023881162454,0.0,lower,0.0,True
sens_tailcap,CanESM5,500009,mPBIAS_abs,0.42463894439578054,-1.7321327497716328,2.749713829316743,0.728,lower,0.74455,False
sens_tailcap,CanESM5,500009,mNSE,0.18154818828865138,0.07486050236283814,0.32270980303368746,0.0,higher,0.0,True
sens_tailcap,CanESM5,500201,mRMSE,4.861210371798342,-1.6234969586634889,12.901052027321967,0.178,lower,0.2409,False
sens_tailcap,CanESM5,500201,mPBIAS_abs,22.040186617600522,-10.068810985361777,43.38929396454426,0.162,lower,0.22781,False
sens_tailcap,CanESM5,500201,mNSE,-0.1374682028178487,-0.423168966313943,0.041621880000585365,0.178,higher,0.2409,False
sens_tailcap,CanESM5,500202,mRMSE,10.234869082452438,3.134810532284975,18.595151692511642,0.001,lower,0.00189,True
sens_tailcap,CanESM5,500202,mPBIAS_abs,18.660323978762367,7.656551902687299,25.140307186793404,0.018,lower,0.02867,True
sens_tailcap,CanESM5,500202,mNSE,-0.2686241545147707,-0.5868113867751964,-0.07259772314958085,0.001,higher,0.00189,True
sens_tailcap,CanESM5,500301,mRMSE,-2.678048844838534,-7.099740663171794,1.9267819452553296,0.243,lower,0.30166,False
sens_tailcap,CanESM5,500301,mPBIAS_abs,3.8429455329427373,-31.62862183005706,38.775398302115754,0.816,lower,0.82517,False
sens_tailcap,CanESM5,500301,mNSE,0.06965800853986039,-0.049102196640646384,0.2058980248894964,0.243,higher,0.30166,False
sens_tailcap,EC-Earth3,500001,mRMSE,21.312425188731694,11.984488659626622,30.193127007887185,0.0,lower,0.0,True
sens_tailcap,EC-Earth3,500001,mPBIAS_abs,-17.826924995088252,-24.001510844088116,-5.565335700934404,0.02,lower,0.03158,True
sens_tailcap,EC-Earth3,500001,mNSE,-0.5260140792605161,-0.8451580031572353,-0.2520673040835112,0.0,higher,0.0,True
sens_tailcap,EC-Earth3,500002,mRMSE,14.540509114493185,7.357177944180385,22.073832765464772,0.0,lower,0.0,True
sens_tailcap,EC-Earth3,500002,mPBIAS_abs,7.646476297312496,-11.973765150794021,20.610721317492466,0.443,lower,0.49171,False
sens_tailcap,EC-Earth3,500002,mNSE,-0.3225169348487602,-0.5384475760349827,-0.14701913574005118,0.0,higher,0.0,True
sens_tailcap,EC-Earth3,500003,mRMSE,32.221471177449686,23.097301671259622,42.24237494743795,0.0,lower,0.0,True
sens_tailcap,EC-Earth3,500003,mPBIAS_abs,-19.12351563432049,-32.37862743862206,1.7414745237556186,0.069,lower,0.10525,False
sens_tailcap,EC-Earth3,500003,mNSE,-0.8343499048665636,-1.224771135680612,-0.5235278548185137,0.0,higher,0.0,True
sens_tailcap,EC-Earth3,500004,mRMSE,22.397958576717492,16.101619437626454,28.548245907273532,0.0,lower,0.0,True
sens_tailcap,EC-Earth3,500004,mPBIAS_abs,2.303289114411161,-4.756378811706731,7.440494820363486,0.577,lower,0.60384,False
sens_tailcap,EC-Earth3,500004,mNSE,-0.6333083571936163,-0.9193985695442858,-0.39911910905796916,0.0,higher,0.0,True
sens_tailcap,EC-Earth3,500005,mRMSE,2.347004832956125,0.8771067763499293,4.0252172012315,0.0,lower,0.0,True
sens_tailcap,EC-Earth3,500005,mPBIAS_abs,1.9615774427921855,-4.331880446725955,5.905340359317169,0.63,lower,0.65172,False
sens_tailcap,EC-Earth3,500005,mNSE,-0.05619768880779698,-0.12089576162440267,-0.015515663366099747,0.0,higher,0.0,True
sens_tailcap,EC-Earth3,500006,mRMSE,0.6333713080552933,-0.28890020953558315,1.774283879936164,0.217,lower,0.28101,False
sens_tailcap,EC-Earth3,500006,mPBIAS_abs,-2.8627563173487207,-5.30276663952823,5.0058641665849475,0.336,lower,0.38522,False
sens_tailcap,EC-Earth3,500006,mNSE,-0.016418942518192745,-0.05177837914566239,0.0061077879526621635,0.217,higher,0.28101,False
sens_tailcap,EC-Earth3,500007,mRMSE,7.212908542470506,3.7145654696576282,10.76092815111821,0.0,lower,0.0,True
sens_tailcap,EC-Earth3,500007,mPBIAS_abs,0.33172871198200127,-1.616715024741968,2.2897714122378847,0.737,lower,0.74949,False
sens_tailcap,EC-Earth3,500007,mNSE,-0.21099340462620703,-0.35897219374921413,-0.09473344790948791,0.0,higher,0.0,True
sens_tailcap,EC-Earth3,500008,mRMSE,-3.516024147286662,-8.970990585634643,1.7226955700440232,0.221,lower,0.28213,False
sens_tailcap,EC-Earth3,500008,mPBIAS_abs,-34.5024846665793,-37.73360142591367,-24.749238696997452,0.0,lower,0.0,True
sens_tailcap,EC-Earth3,500008,mNSE,0.08790850300602354,-0.04852831026406525,0.214505446461291,0.221,higher,0.28213,False
sens_tailcap,EC-Earth3,500009,mRMSE,-1.7897892806808808,-7.1702823244180784,3.193905327326305,0.517,lower,0.55393,False
sens_tailcap,EC-Earth3,500009,mPBIAS_abs,-32.56281296759413,-34.69066562598013,-26.857566929130886,0.0,lower,0.0,True
sens_tailcap,EC-Earth3,500009,mNSE,0.044577476344555174,-0.08810313469273645,0.1748442288816122,0.517,higher,0.55393,False
sens_tailcap,EC-Earth3,500201,mRMSE,26.030650819046574,17.520263641327794,35.09976495833584,0.0,lower,0.0,True
sens_tailcap,EC-Earth3,500201,mPBIAS_abs,3.808003103278212,-5.929140117904878,9.561674712873186,0.332,lower,0.38522,False
sens_tailcap,EC-Earth3,500201,mNSE,-0.684496909286391,-1.1018720239690518,-0.3867802802574813,0.0,higher,0.0,True
sens_tailcap,EC-Earth3,500202,mRMSE,25.778412189871545,18.238429592060857,34.09648299800942,0.0,lower,0.0,True
sens_tailcap,EC-Earth3,500202,mPBIAS_abs,-13.658685077568146,-23.01593847356181,6.816965536298664,0.142,lower,0.20286,False
sens_tailcap,EC-Earth3,500202,mNSE,-0.6344772258809092,-1.126305599329752,-0.34920037972907525,0.0,higher,0.0,True
sens_tailcap,EC-Earth3,500301,mRMSE,20.473628024844643,12.084413535819795,29.702752602715996,0.0,lower,0.0,True
sens_tailcap,EC-Earth3,500301,mPBIAS_abs,-23.538437383800158,-30.872074503743352,-4.566005322264581,0.023,lower,0.036,True
sens_tailcap,EC-Earth3,500301,mNSE,-0.45546968515183633,-0.8356998956730989,-0.20868799705576316,0.0,higher,0.0,True
sens_tailcap,MIROC6,500001,mRMSE,15.284271156860072,6.406752168199246,23.49080938924684,0.001,lower,0.00189,True
sens_tailcap,MIROC6,500001,mPBIAS_abs,-25.04557463669046,-43.63117114533774,10.391494598375692,0.154,lower,0.21827,False
sens_tailcap,MIROC6,500001,mNSE,-0.4929536783410171,-0.7991120308929979,-0.21347785392014332,0.001,higher,0.00189,True
sens_tailcap,MIROC6,500002,mRMSE,15.451714388314823,5.8000969243230855,26.927487244208802,0.0,lower,0.0,True
sens_tailcap,MIROC6,500002,mPBIAS_abs,-18.86329386456803,-34.99768180031368,-5.041524409081832,0.004,lower,0.00686,True
sens_tailcap,MIROC6,500002,mNSE,-0.40737877113310184,-0.739170454406123,-0.13591822683291407,0.0,higher,0.0,True
sens_tailcap,MIROC6,500003,mRMSE,33.01216969642298,20.360578834624253,47.510584233071064,0.0,lower,0.0,True
sens_tailcap,MIROC6,500003,mPBIAS_abs,-15.640372682914025,-23.21947159595368,-3.4454648151076612,0.035,lower,0.05431,False
sens_tailcap,MIROC6,500003,mNSE,-1.1691426501879787,-1.9614206044703837,-0.592620153825374,0.0,higher,0.0,True
sens_tailcap,MIROC6,500004,mRMSE,29.41204227386921,19.142381188740405,39.06713131020144,0.0,lower,0.0,True
sens_tailcap,MIROC6,500004,mPBIAS_abs,-10.251772286651136,-25.62088461250938,19.260970518816034,0.436,lower,0.48745,False
sens_tailcap,MIROC6,500004,mNSE,-1.0571860338466634,-1.5401079393314605,-0.6122222997006971,0.0,higher,0.0,True
sens_tailcap,MIROC6,500005,mRMSE,-14.573802269074099,-19.891615126324062,-9.837097351301349,0.0,lower,0.0,True
sens_tailcap,MIROC6,500005,mPBIAS_abs,-15.03156914110058,-21.598863762574528,5.963075148879148,0.097,lower,0.14195,False
sens_tailcap,MIROC6,500005,mNSE,0.38699635013290024,0.21197870729213553,0.6372287051260063,0.0,higher,0.0,True
sens_tailcap,MIROC6,500006,mRMSE,-16.56313105184304,-22.019841037180417,-11.759620769906272,0.0,lower,0.0,True
sens_tailcap,MIROC6,500006,mPBIAS_abs,-7.244448402316389,-18.731682860624083,11.95987043788678,0.509,lower,0.55193,False
sens_tailcap,MIROC6,500006,mNSE,0.47362566141084095,0.30585284931002144,0.6695995518374628,0.0,higher,0.0,True
sens_tailcap,MIROC6,500007,mRMSE,-7.753235499415298,-12.191233394975033,-3.1289621833032744,0.002,lower,0.0035,True
sens_tailcap,MIROC6,500007,mPBIAS_abs,-15.650492755461611,-23.265433035987677,8.488450384324372,0.139,lower,0.20016,False
sens_tailcap,MIROC6,500007,mNSE,0.3007274555644875,0.1219127910810583,0.510717559216219,0.002,higher,0.0035,True
sens_tailcap,MIROC6,500008,mRMSE,-28.06497996202895,-37.955836216994925,-19.500859244245557,0.0,lower,0.0,True
sens_tailcap,MIROC6,500008,mPBIAS_abs,-10.07711663947344,-18.599610821650614,7.262401118470243,0.212,lower,0.27854,False
sens_tailcap,MIROC6,500008,mNSE,0.9248890275872976,0.5536614582323678,1.4115635406109013,0.0,higher,0.0,True
sens_tailcap,MIROC6,500009,mRMSE,-25.977136637654528,-35.56112070162638,-17.40545195078905,0.0,lower,0.0,True
sens_tailcap,MIROC6,500009,mPBIAS_abs,-11.141679932110513,-21.93610659959362,9.889098601731916,0.259,lower,0.31714,False
sens_tailcap,MIROC6,500009,mNSE,0.8727802382131546,0.5001396662779891,1.3451096664724222,0.0,higher,0.0,True
sens_tailcap,MIROC6,500201,mRMSE,36.709163885939724,16.465276998746624,61.76665513470959,0.0,lower,0.0,True
sens_tailcap,MIROC6,500201,mPBIAS_abs,-7.709388227023343,-26.82671146186961,22.536617015031414,0.546,lower,0.58154,False
sens_tailcap,MIROC6,500201,mNSE,-1.202720533213678,-2.3744362634017127,-0.4544522152001076,0.0,higher,0.0,True
sens_tailcap,MIROC6,500202,mRMSE,23.226980805258894,6.42742777959203,42.75262465732114,0.002,lower,0.0035,True
sens_tailcap,MIROC6,500202,mPBIAS_abs,-34.692701035928344,-50.776222640010815,2.0210000548566662,0.059,lower,0.09077,False
sens_tailcap,MIROC6,500202,mNSE,-0.8216021319033805,-1.905480525380917,-0.1987751879370959,0.002,higher,0.0035,True
sens_tailcap,MIROC6,500301,mRMSE,24.28052834862304,14.011988168665837,36.2558858169566,0.0,lower,0.0,True
sens_tailcap,MIROC6,500301,mPBIAS_abs,-17.9172007314097,-29.75882535018136,18.104322374905962,0.205,lower,0.27132,False
sens_tailcap,MIROC6,500301,mNSE,-0.7575532328504139,-1.5163747778235745,-0.3234328919995117,0.0,higher,0.0,True
