Period,Model,Scenario,Station,Year,Annual_status,Index,Value,Unit
1981-2014,Observed,Historical,351001,1985,OK,R20mm,20.0,days
1981-2014,Observed,Historical,351001,1985,OK,R50mm,5.0,days
1981-2014,Observed,Historical,351001,1985,OK,R95p,448.9,mm
1981-2014,Observed,Historical,351001,1985,OK,R99p,153.10000000000002,mm
1981-2014,Observed,Historical,351001,1985,OK,Rx1day,78.2,mm
1981-2014,Observed,Historical,351001,1985,OK,Rx5day,163.4,mm
1981-2014,Observed,Historical,351001,1985,OK,SDII,13.32121212121212,mm day-1
1981-2014,Observed,Historical,351001,1986,OK,CDD,59.0,days
1981-2014,Observed,Historical,351001,1986,OK,CWD,8.0,days
1981-2014,Observed,Historical,351001,1986,OK,PRCPTOT,837.9,mm
1981-2014,Observed,Historical,351001,1986,OK,R10mm,21.0,days
1981-2014,Observed,Historical,351001,1986,OK,R20mm,12.0,days
1981-2014,Observed,Historical,351001,1986,OK,R50mm,2.0,days
1981-2014,Observed,Historical,351001,1986,OK,R95p,216.5,mm
1981-2014,Observed,Historical,351001,1986,OK,R99p,165.4,mm
1981-2014,Observed,Historical,351001,1986,OK,Rx1day,165.4,mm
1981-2014,Observed,Historical,351001,1986,OK,Rx5day,218.9,mm
1981-2014,Observed,Historical,351001,1986,OK,SDII,12.143478260869564,mm day-1
1981-2014,Observed,Historical,351001,1987,OK,CDD,63.0,days
1981-2014,Observed,Historical,351001,1987,OK,CWD,17.0,days
1981-2014,Observed,Historical,351001,1987,OK,PRCPTOT,1235.3,mm
1981-2014,Observed,Historical,351001,1987,OK,R10mm,30.0,days
1981-2014,Observed,Historical,351001,1987,OK,R20mm,21.0,days
1981-2014,Observed,Historical,351001,1987,OK,R50mm,7.0,days
1981-2014,Observed,Historical,351001,1987,OK,R95p,566.4,mm
1981-2014,Observed,Historical,351001,1987,OK,R99p,170.3,mm
1981-2014,Observed,Historical,351001,1987,OK,Rx1day,90.6,mm
1981-2014,Observed,Historical,351001,1987,OK,Rx5day,258.40000000000003,mm
1981-2014,Observed,Historical,351001,1987,OK,SDII,16.470666666666666,mm day-1
1981-2014,Observed,Historical,351001,1988,OK,CDD,49.0,days
1981-2014,Observed,Historical,351001,1988,OK,CWD,4.0,days
1981-2014,Observed,Historical,351001,1988,OK,PRCPTOT,1089.7000000000003,mm
1981-2014,Observed,Historical,351001,1988,OK,R10mm,39.0,days
1981-2014,Observed,Historical,351001,1988,OK,R20mm,22.0,days
1981-2014,Observed,Historical,351001,1988,OK,R50mm,1.0,days
1981-2014,Observed,Historical,351001,1988,OK,R95p,201.3,mm
1981-2014,Observed,Historical,351001,1988,OK,R99p,0.0,mm
1981-2014,Observed,Historical,351001,1988,OK,Rx1day,60.4,mm
1981-2014,Observed,Historical,351001,1988,OK,Rx5day,101.8,mm
1981-2014,Observed,Historical,351001,1988,OK,SDII,12.820000000000004,mm day-1
1981-2014,Observed,Historical,351001,1989,OK,CDD,38.0,days
1981-2014,Observed,Historical,351001,1989,OK,CWD,5.0,days
1981-2014,Observed,Historical,351001,1989,OK,PRCPTOT,1127.0,mm
1981-2014,Observed,Historical,351001,1989,OK,R10mm,28.0,days
1981-2014,Observed,Historical,351001,1989,OK,R20mm,18.0,days
1981-2014,Observed,Historical,351001,1989,OK,R50mm,5.0,days
1981-2014,Observed,Historical,351001,1989,OK,R95p,482.40000000000003,mm
1981-2014,Observed,Historical,351001,1989,OK,R99p,177.0,mm
1981-2014,Observed,Historical,351001,1989,OK,Rx1day,177.0,mm
1981-2014,Observed,Historical,351001,1989,OK,Rx5day,287.5,mm
1981-2014,Observed,Historical,351001,1989,OK,SDII,17.075757575757574,mm day-1
1981-2014,Observed,Historical,351001,1990,OK,CDD,75.0,days
1981-2014,Observed,Historical,351001,1990,OK,CWD,11.0,days
1981-2014,Observed,Historical,351001,1990,OK,PRCPTOT,746.8000000000001,mm
1981-2014,Observed,Historical,351001,1990,OK,R10mm,25.0,days
1981-2014,Observed,Historical,351001,1990,OK,R20mm,12.0,days
1981-2014,Observed,Historical,351001,1990,OK,R50mm,1.0,days
1981-2014,Observed,Historical,351001,1990,OK,R95p,147.7,mm
1981-2014,Observed,Historical,351001,1990,OK,R99p,0.0,mm
1981-2014,Observed,Historical,351001,1990,OK,Rx1day,56.1,mm
1981-2014,Observed,Historical,351001,1990,OK,Rx5day,76.2,mm
1981-2014,Observed,Historical,351001,1990,OK,SDII,10.668571428571429,mm day-1
1981-2014,Observed,Historical,351001,1991,OK,CDD,62.0,days
1981-2014,Observed,Historical,351001,1991,OK,CWD,8.0,days
1981-2014,Observed,Historical,351001,1991,OK,PRCPTOT,727.4,mm
1981-2014,Observed,Historical,351001,1991,OK,R10mm,25.0,days
1981-2014,Observed,Historical,351001,1991,OK,R20mm,12.0,days
1981-2014,Observed,Historical,351001,1991,OK,R50mm,1.0,days
1981-2014,Observed,Historical,351001,1991,OK,R95p,79.3,mm
1981-2014,Observed,Historical,351001,1991,OK,R99p,79.3,mm
1981-2014,Observed,Historical,351001,1991,OK,Rx1day,79.3,mm
1981-2014,Observed,Historical,351001,1991,OK,Rx5day,119.49999999999999,mm
1981-2014,Observed,Historical,351001,1991,OK,SDII,12.328813559322034,mm day-1
1981-2014,Observed,Historical,351001,1992,OK,CDD,104.0,days
1981-2014,Observed,Historical,351001,1992,OK,CWD,12.0,days
1981-2014,Observed,Historical,351001,1992,OK,PRCPTOT,1014.0000000000001,mm
1981-2014,Observed,Historical,351001,1992,OK,R10mm,30.0,days
1981-2014,Observed,Historical,351001,1992,OK,R20mm,16.0,days
1981-2014,Observed,Historical,351001,1992,OK,R50mm,3.0,days
1981-2014,Observed,Historical,351001,1992,OK,R95p,344.2,mm
1981-2014,Observed,Historical,351001,1992,OK,R99p,127.8,mm
1981-2014,Observed,Historical,351001,1992,OK,Rx1day,127.8,mm
1981-2014,Observed,Historical,351001,1992,OK,Rx5day,162.6,mm
1981-2014,Observed,Historical,351001,1992,OK,SDII,13.890410958904111,mm day-1
1981-2014,Observed,Historical,351001,1993,OK,CDD,58.0,days
1981-2014,Observed,Historical,351001,1993,OK,CWD,8.0,days
1981-2014,Observed,Historical,351001,1993,OK,PRCPTOT,909.3000000000001,mm
1981-2014,Observed,Historical,351001,1993,OK,R10mm,30.0,days
1981-2014,Observed,Historical,351001,1993,OK,R20mm,13.0,days
1981-2014,Observed,Historical,351001,1993,OK,R50mm,2.0,days
1981-2014,Observed,Historical,351001,1993,OK,R95p,239.2,mm
1981-2014,Observed,Historical,351001,1993,OK,R99p,91.9,mm
1981-2014,Observed,Historical,351001,1993,OK,Rx1day,91.9,mm
1981-2014,Observed,Historical,351001,1993,OK,Rx5day,210.3,mm
1981-2014,Observed,Historical,351001,1993,OK,SDII,11.80909090909091,mm day-1
1981-2014,Observed,Historical,351001,1994,OK,CDD,78.0,days
1981-2014,Observed,Historical,351001,1994,OK,CWD,5.0,days
1981-2014,Observed,Historical,351001,1994,OK,PRCPTOT,714.0,mm
1981-2014,Observed,Historical,351001,1994,OK,R10mm,22.0,days
1981-2014,Observed,Historical,351001,1994,OK,R20mm,12.0,days
1981-2014,Observed,Historical,351001,1994,OK,R50mm,3.0,days
1981-2014,Observed,Historical,351001,1994,OK,R95p,172.4,mm
1981-2014,Observed,Historical,351001,1994,OK,R99p,0.0,mm
1981-2014,Observed,Historical,351001,1994,OK,Rx1day,59.7,mm
1981-2014,Observed,Historical,351001,1994,OK,Rx5day,137.3,mm
1981-2014,Observed,Historical,351001,1994,OK,SDII,11.15625,mm day-1
1981-2014,Observed,Historical,351001,1995,OK,CDD,51.0,days
1981-2014,Observed,Historical,351001,1995,OK,CWD,7.0,days
1981-2014,Observed,Historical,351001,1995,OK,PRCPTOT,793.0,mm
1981-2014,Observed,Historical,351001,1995,OK,R10mm,27.0,days
1981-2014,Observed,Historical,351001,1995,OK,R20mm,14.0,days
1981-2014,Observed,Historical,351001,1995,OK,R50mm,0.0,days
1981-2014,Observed,Historical,351001,1995,OK,R95p,0.0,mm
1981-2014,Observed,Historical,351001,1995,OK,R99p,0.0,mm
1981-2014,Observed,Historical,351001,1995,OK,Rx1day,41.5,mm
1981-2014,Observed,Historical,351001,1995,OK,Rx5day,82.1,mm
1981-2014,Observed,Historical,351001,1995,OK,SDII,9.670731707317072,mm day-1
1981-2014,Observed,Historical,351001,1996,OK,CDD,61.0,days
1981-2014,Observed,Historical,351001,1996,OK,CWD,8.0,days
1981-2014,Observed,Historical,351001,1996,OK,PRCPTOT,1125.5,mm
1981-2014,Observed,Historical,351001,1996,OK,R10mm,32.0,days
1981-2014,Observed,Historical,351001,1996,OK,R20mm,19.0,days
1981-2014,Observed,Historical,351001,1996,OK,R50mm,3.0,days
1981-2014,Observed,Historical,351001,1996,OK,R95p,330.1,mm
1981-2014,Observed,Historical,351001,1996,OK,R99p,0.0,mm
1981-2014,Observed,Historical,351001,1996,OK,Rx1day,64.4,mm
1981-2014,Observed,Historical,351001,1996,OK,Rx5day,144.29999999999998,mm
1981-2014,Observed,Historical,351001,1996,OK,SDII,11.368686868686869,mm day-1
1981-2014,Observed,Historical,351001,1997,OK,CDD,57.0,days
1981-2014,Observed,Historical,351001,1997,OK,CWD,6.0,days
1981-2014,Observed,Historical,351001,1997,OK,PRCPTOT,989.7,mm
1981-2014,Observed,Historical,351001,1997,OK,R10mm,21.0,days
1981-2014,Observed,Historical,351001,1997,OK,R20mm,10.0,days
1981-2014,Observed,Historical,351001,1997,OK,R50mm,4.0,days
1981-2014,Observed,Historical,351001,1997,OK,R95p,556.5,mm
1981-2014,Observed,Historical,351001,1997,OK,R99p,497.8,mm
1981-2014,Observed,Historical,351001,1997,OK,Rx1day,259.6,mm
1981-2014,Observed,Historical,351001,1997,OK,Rx5day,313.5,mm
1981-2014,Observed,Historical,351001,1997,OK,SDII,17.673214285714288,mm day-1
1981-2014,Observed,Historical,351001,1998,OK,CDD,125.0,days
1981-2014,Observed,Historical,351001,1998,OK,CWD,6.0,days
1981-2014,Observed,Historical,351001,1998,OK,PRCPTOT,968.3,mm
1981-2014,Observed,Historical,351001,1998,OK,R10mm,31.0,days
1981-2014,Observed,Historical,351001,1998,OK,R20mm,18.0,days
1981-2014,Observed,Historical,351001,1998,OK,R50mm,4.0,days
1981-2014,Observed,Historical,351001,1998,OK,R95p,237.6,mm
1981-2014,Observed,Historical,351001,1998,OK,R99p,0.0,mm
1981-2014,Observed,Historical,351001,1998,OK,Rx1day,64.7,mm
1981-2014,Observed,Historical,351001,1998,OK,Rx5day,136.7,mm
1981-2014,Observed,Historical,351001,1998,OK,SDII,13.085135135135134,mm day-1
1981-2014,Observed,Historical,351001,1999,OK,CDD,46.0,days
1981-2014,Observed,Historical,351001,1999,OK,CWD,31.0,days
1981-2014,Observed,Historical,351001,1999,OK,PRCPTOT,1105.4,mm
1981-2014,Observed,Historical,351001,1999,OK,R10mm,29.0,days
1981-2014,Observed,Historical,351001,1999,OK,R20mm,13.0,days
1981-2014,Observed,Historical,351001,1999,OK,R50mm,2.0,days
1981-2014,Observed,Historical,351001,1999,OK,R95p,307.4,mm
1981-2014,Observed,Historical,351001,1999,OK,R99p,199.4,mm
1981-2014,Observed,Historical,351001,1999,OK,Rx1day,199.4,mm
1981-2014,Observed,Historical,351001,1999,OK,Rx5day,245.1,mm
1981-2014,Observed,Historical,351001,1999,OK,SDII,10.944554455445546,mm day-1
1981-2014,Observed,Historical,351001,2000,OK,CDD,39.0,days
1981-2014,Observed,Historical,351001,2000,OK,CWD,6.0,days
1981-2014,Observed,Historical,351001,2000,OK,PRCPTOT,943.1999999999999,mm
1981-2014,Observed,Historical,351001,2000,OK,R10mm,28.0,days
1981-2014,Observed,Historical,351001,2000,OK,R20mm,15.0,days
1981-2014,Observed,Historical,351001,2000,OK,R50mm,3.0,days
1981-2014,Observed,Historical,351001,2000,OK,R95p,267.7,mm
1981-2014,Observed,Historical,351001,2000,OK,R99p,0.0,mm
1981-2014,Observed,Historical,351001,2000,OK,Rx1day,70.1,mm
1981-2014,Observed,Historical,351001,2000,OK,Rx5day,144.4,mm
1981-2014,Observed,Historical,351001,2000,OK,SDII,12.249350649350648,mm day-1
1981-2014,Observed,Historical,351001,2001,OK,CDD,51.0,days
1981-2014,Observed,Historical,351001,2001,OK,CWD,8.0,days
1981-2014,Observed,Historical,351001,2001,OK,PRCPTOT,1126.6,mm
1981-2014,Observed,Historical,351001,2001,OK,R10mm,36.0,days
1981-2014,Observed,Historical,351001,2001,OK,R20mm,21.0,days
1981-2014,Observed,Historical,351001,2001,OK,R50mm,4.0,days
1981-2014,Observed,Historical,351001,2001,OK,R95p,221.1,mm
1981-2014,Observed,Historical,351001,2001,OK,R99p,0.0,mm
1981-2014,Observed,Historical,351001,2001,OK,Rx1day,62.1,mm
1981-2014,Observed,Historical,351001,2001,OK,Rx5day,231.8,mm
1981-2014,Observed,Historical,351001,2001,OK,SDII,13.411904761904761,mm day-1
1981-2014,Observed,Historical,351001,2002,OK,CDD,65.0,days
1981-2014,Observed,Historical,351001,2002,OK,CWD,4.0,days
1981-2014,Observed,Historical,351001,2002,OK,PRCPTOT,872.1,mm
1981-2014,Observed,Historical,351001,2002,OK,R10mm,20.0,days
1981-2014,Observed,Historical,351001,2002,OK,R20mm,13.0,days
1981-2014,Observed,Historical,351001,2002,OK,R50mm,2.0,days
1981-2014,Observed,Historical,351001,2002,OK,R95p,262.4,mm
1981-2014,Observed,Historical,351001,2002,OK,R99p,161.1,mm
1981-2014,Observed,Historical,351001,2002,OK,Rx1day,161.1,mm
1981-2014,Observed,Historical,351001,2002,OK,Rx5day,161.5,mm
1981-2014,Observed,Historical,351001,2002,OK,SDII,11.946575342465755,mm day-1
1981-2014,Observed,Historical,351001,2003,OK,CDD,68.0,days
1981-2014,Observed,Historical,351001,2003,OK,CWD,6.0,days
1981-2014,Observed,Historical,351001,2003,OK,PRCPTOT,915.3999999999999,mm
1981-2014,Observed,Historical,351001,2003,OK,R10mm,26.0,days
1981-2014,Observed,Historical,351001,2003,OK,R20mm,16.0,days
1981-2014,Observed,Historical,351001,2003,OK,R50mm,3.0,days
1981-2014,Observed,Historical,351001,2003,OK,R95p,207.5,mm
1981-2014,Observed,Historical,351001,2003,OK,R99p,90.6,mm
1981-2014,Observed,Historical,351001,2003,OK,Rx1day,90.6,mm
1981-2014,Observed,Historical,351001,2003,OK,Rx5day,141.8,mm
1981-2014,Observed,Historical,351001,2003,OK,SDII,11.301234567901233,mm day-1
1981-2014,Observed,Historical,351001,2004,OK,CDD,57.0,days
1981-2014,Observed,Historical,351001,2004,OK,CWD,4.0,days
1981-2014,Observed,Historical,351001,2004,OK,PRCPTOT,1060.8,mm
1981-2014,Observed,Historical,351001,2004,OK,R10mm,28.0,days
1981-2014,Observed,Historical,351001,2004,OK,R20mm,14.0,days
1981-2014,Observed,Historical,351001,2004,OK,R50mm,5.0,days
1981-2014,Observed,Historical,351001,2004,OK,R95p,462.20000000000005,mm
1981-2014,Observed,Historical,351001,2004,OK,R99p,102.4,mm
1981-2014,Observed,Historical,351001,2004,OK,Rx1day,102.4,mm
1981-2014,Observed,Historical,351001,2004,OK,Rx5day,175.8,mm
1981-2014,Observed,Historical,351001,2004,OK,SDII,15.6,mm day-1
1981-2014,Observed,Historical,351001,2005,OK,CDD,46.0,days
1981-2014,Observed,Historical,351001,2005,OK,CWD,7.0,days
1981-2014,Observed,Historical,351001,2005,OK,PRCPTOT,856.4000000000001,mm
1981-2014,Observed,Historical,351001,2005,OK,R10mm,27.0,days
1981-2014,Observed,Historical,351001,2005,OK,R20mm,13.0,days
1981-2014,Observed,Historical,351001,2005,OK,R50mm,3.0,days
1981-2014,Observed,Historical,351001,2005,OK,R95p,223.7,mm
1981-2014,Observed,Historical,351001,2005,OK,R99p,108.4,mm
1981-2014,Observed,Historical,351001,2005,OK,Rx1day,108.4,mm
1981-2014,Observed,Historical,351001,2005,OK,Rx5day,188.70000000000002,mm
1981-2014,Observed,Historical,351001,2005,OK,SDII,11.894444444444446,mm day-1
1981-2014,Observed,Historical,351001,2006,OK,CDD,45.0,days
1981-2014,Observed,Historical,351001,2006,OK,CWD,10.0,days
1981-2014,Observed,Historical,351001,2006,OK,PRCPTOT,935.7,mm
1981-2014,Observed,Historical,351001,2006,OK,R10mm,33.0,days
1981-2014,Observed,Historical,351001,2006,OK,R20mm,15.0,days
1981-2014,Observed,Historical,351001,2006,OK,R50mm,3.0,days
1981-2014,Observed,Historical,351001,2006,OK,R95p,229.29999999999998,mm
1981-2014,Observed,Historical,351001,2006,OK,R99p,0.0,mm
1981-2014,Observed,Historical,351001,2006,OK,Rx1day,69.7,mm
1981-2014,Observed,Historical,351001,2006,OK,Rx5day,96.2,mm
1981-2014,Observed,Historical,351001,2006,OK,SDII,11.139285714285714,mm day-1
1981-2014,Observed,Historical,351001,2007,OK,CDD,100.0,days
1981-2014,Observed,Historical,351001,2007,OK,CWD,7.0,days
1981-2014,Observed,Historical,351001,2007,OK,PRCPTOT,1101.8999999999999,mm
1981-2014,Observed,Historical,351001,2007,OK,R10mm,34.0,days
1981-2014,Observed,Historical,351001,2007,OK,R20mm,20.0,days
1981-2014,Observed,Historical,351001,2007,OK,R50mm,5.0,days
1981-2014,Observed,Historical,351001,2007,OK,R95p,310.1,mm
1981-2014,Observed,Historical,351001,2007,OK,R99p,0.0,mm
1981-2014,Observed,Historical,351001,2007,OK,Rx1day,74.4,mm
1981-2014,Observed,Historical,351001,2007,OK,Rx5day,133.9,mm
1981-2014,Observed,Historical,351001,2007,OK,SDII,14.498684210526314,mm day-1
1981-2014,Observed,Historical,351001,2008,OK,CDD,43.0,days
1981-2014,Observed,Historical,351001,2008,OK,CWD,7.0,days
1981-2014,Observed,Historical,351001,2008,OK,PRCPTOT,869.6999999999998,mm
1981-2014,Observed,Historical,351001,2008,OK,R10mm,23.0,days
1981-2014,Observed,Historical,351001,2008,OK,R20mm,12.0,days
1981-2014,Observed,Historical,351001,2008,OK,R50mm,2.0,days
1981-2014,Observed,Historical,351001,2008,OK,R95p,217.10000000000002,mm
1981-2014,Observed,Historical,351001,2008,OK,R99p,118.3,mm
1981-2014,Observed,Historical,351001,2008,OK,Rx1day,118.3,mm
1981-2014,Observed,Historical,351001,2008,OK,Rx5day,182.2,mm
1981-2014,Observed,Historical,351001,2008,OK,SDII,9.996551724137928,mm day-1
1981-2014,Observed,Historical,351001,2009,OK,CDD,72.0,days
1981-2014,Observed,Historical,351001,2009,OK,CWD,8.0,days
1981-2014,Observed,Historical,351001,2009,OK,PRCPTOT,867.4999999999999,mm
1981-2014,Observed,Historical,351001,2009,OK,R10mm,26.0,days
1981-2014,Observed,Historical,351001,2009,OK,R20mm,14.0,days
1981-2014,Observed,Historical,351001,2009,OK,R50mm,2.0,days
1981-2014,Observed,Historical,351001,2009,OK,R95p,210.8,mm
1981-2014,Observed,Historical,351001,2009,OK,R99p,0.0,mm
1981-2014,Observed,Historical,351001,2009,OK,Rx1day,62.5,mm
1981-2014,Observed,Historical,351001,2009,OK,Rx5day,120.49999999999999,mm
1981-2014,Observed,Historical,351001,2009,OK,SDII,11.12179487179487,mm day-1
1981-2014,Observed,Historical,351001,2010,OK,CDD,29.0,days
1981-2014,Observed,Historical,351001,2010,OK,CWD,11.0,days
1981-2014,Observed,Historical,351001,2010,OK,PRCPTOT,1178.8,mm
1981-2014,Observed,Historical,351001,2010,OK,R10mm,28.0,days
1981-2014,Observed,Historical,351001,2010,OK,R20mm,16.0,days
1981-2014,Observed,Historical,351001,2010,OK,R50mm,6.0,days
1981-2014,Observed,Historical,351001,2010,OK,R95p,551.9,mm
1981-2014,Observed,Historical,351001,2010,OK,R99p,327.6,mm
1981-2014,Observed,Historical,351001,2010,OK,Rx1day,148.1,mm
1981-2014,Observed,Historical,351001,2010,OK,Rx5day,399.59999999999997,mm
1981-2014,Observed,Historical,351001,2010,OK,SDII,14.202409638554217,mm day-1
1981-2014,Observed,Historical,351001,2011,OK,CDD,67.0,days
1981-2014,Observed,Historical,351001,2011,OK,CWD,5.0,days
1981-2014,Observed,Historical,351001,2011,OK,PRCPTOT,966.4,mm
1981-2014,Observed,Historical,351001,2011,OK,R10mm,29.0,days
1981-2014,Observed,Historical,351001,2011,OK,R20mm,16.0,days
1981-2014,Observed,Historical,351001,2011,OK,R50mm,2.0,days
1981-2014,Observed,Historical,351001,2011,OK,R95p,146.5,mm
1981-2014,Observed,Historical,351001,2011,OK,R99p,92.1,mm
1981-2014,Observed,Historical,351001,2011,OK,Rx1day,92.1,mm
1981-2014,Observed,Historical,351001,2011,OK,Rx5day,105.6,mm
1981-2014,Observed,Historical,351001,2011,OK,SDII,11.930864197530864,mm day-1
1981-2014,Observed,Historical,351001,2012,OK,CDD,31.0,days
1981-2014,Observed,Historical,351001,2012,OK,CWD,6.0,days
1981-2014,Observed,Historical,351001,2012,OK,PRCPTOT,1048.6,mm
1981-2014,Observed,Historical,351001,2012,OK,R10mm,33.0,days
1981-2014,Observed,Historical,351001,2012,OK,R20mm,20.0,days
1981-2014,Observed,Historical,351001,2012,OK,R50mm,2.0,days
1981-2014,Observed,Historical,351001,2012,OK,R95p,159.3,mm
1981-2014,Observed,Historical,351001,2012,OK,R99p,0.0,mm
1981-2014,Observed,Historical,351001,2012,OK,Rx1day,58.7,mm
1981-2014,Observed,Historical,351001,2012,OK,Rx5day,95.2,mm
1981-2014,Observed,Historical,351001,2012,OK,SDII,11.65111111111111,mm day-1
1981-2014,Observed,Historical,351001,2013,OK,CDD,38.0,days
1981-2014,Observed,Historical,351001,2013,OK,CWD,8.0,days
1981-2014,Observed,Historical,351001,2013,OK,PRCPTOT,1177.6999999999998,mm
1981-2014,Observed,Historical,351001,2013,OK,R10mm,33.0,days
1981-2014,Observed,Historical,351001,2013,OK,R20mm,16.0,days
1981-2014,Observed,Historical,351001,2013,OK,R50mm,2.0,days
1981-2014,Observed,Historical,351001,2013,OK,R95p,288.79999999999995,mm
1981-2014,Observed,Historical,351001,2013,OK,R99p,241.8,mm
1981-2014,Observed,Historical,351001,2013,OK,Rx1day,139.6,mm
1981-2014,Observed,Historical,351001,2013,OK,Rx5day,197.29999999999998,mm
1981-2014,Observed,Historical,351001,2013,OK,SDII,11.006542056074764,mm day-1
1981-2014,Observed,Historical,351001,2014,OK,CDD,50.0,days
1981-2014,Observed,Historical,351001,2014,OK,CWD,17.0,days
1981-2014,Observed,Historical,351001,2014,OK,PRCPTOT,794.3000000000001,mm
1981-2014,Observed,Historical,351001,2014,OK,R10mm,25.0,days
1981-2014,Observed,Historical,351001,2014,OK,R20mm,8.0,days
1981-2014,Observed,Historical,351001,2014,OK,R50mm,2.0,days
1981-2014,Observed,Historical,351001,2014,OK,R95p,153.5,mm
1981-2014,Observed,Historical,351001,2014,OK,R99p,0.0,mm
1981-2014,Observed,Historical,351001,2014,OK,Rx1day,56.2,mm
1981-2014,Observed,Historical,351001,2014,OK,Rx5day,111.6,mm
1981-2014,Observed,Historical,351001,2014,OK,SDII,8.361052631578948,mm day-1
1981-2014,Observed,Historical,351002,1981,OK,CDD,118.0,days
1981-2014,Observed,Historical,351002,1981,OK,CWD,13.0,days
1981-2014,Observed,Historical,351002,1981,OK,PRCPTOT,442.69999999999993,mm
1981-2014,Observed,Historical,351002,1981,OK,R10mm,16.0,days
1981-2014,Observed,Historical,351002,1981,OK,R20mm,5.0,days
1981-2014,Observed,Historical,351002,1981,OK,R50mm,1.0,days
1981-2014,Observed,Historical,351002,1981,OK,R95p,127.5,mm
1981-2014,Observed,Historical,351002,1981,OK,R99p,82.2,mm
1981-2014,Observed,Historical,351002,1981,OK,Rx1day,82.2,mm
1981-2014,Observed,Historical,351002,1981,OK,Rx5day,111.4,mm
1981-2014,Observed,Historical,351002,1981,OK,SDII,10.061363636363636,mm day-1
1981-2014,Observed,Historical,351002,1982,OK,CDD,96.0,days
1981-2014,Observed,Historical,351002,1982,OK,CWD,7.0,days
1981-2014,Observed,Historical,351002,1982,OK,PRCPTOT,740.9000000000001,mm
1981-2014,Observed,Historical,351002,1982,OK,R10mm,26.0,days
1981-2014,Observed,Historical,351002,1982,OK,R20mm,11.0,days
1981-2014,Observed,Historical,351002,1982,OK,R50mm,2.0,days
1981-2014,Observed,Historical,351002,1982,OK,R95p,112.9,mm
