source_type,season_type,metric,phase,model,response_absolute,response_pct,n_grid_signatures,n_phase,n_neutral
QDM,RAINY,wet_day_frequency_pct,LA_NINA,CanESM5,4.091614906832312,8.823483916873585,2,7,10
QDM,RAINY,wet_day_frequency_pct,LA_NINA,EC-Earth3,2.703804347826086,6.265743073047858,3,4,10
QDM,RAINY,wet_day_frequency_pct,LA_NINA,MIROC6,2.6041666666666643,6.0964233257909495,2,12,4
QDM,RAINY,Rx1day,EL_NINO,ACCESS-ESM1-5,-19.611361526973464,-25.482809879415115,2,4,13
QDM,RAINY,Rx1day,EL_NINO,CESM2,13.823308815752512,27.732599667368973,3,11,4
QDM,RAINY,Rx1day,EL_NINO,CanESM5,1.0744046791645196,3.2609016464408445,2,5,10
QDM,RAINY,Rx1day,EL_NINO,EC-Earth3,-8.145949199140908,-12.968263251858641,3,6,10
QDM,RAINY,Rx1day,EL_NINO,MIROC6,8.460133193776784,12.960144270321436,2,12,4
QDM,RAINY,Rx1day,LA_NINA,CESM2,24.52875482312637,46.04799806440309,3,5,4
QDM,RAINY,Rx1day,LA_NINA,CanESM5,15.175101310219741,22.682635087849143,2,7,10
QDM,RAINY,Rx1day,LA_NINA,EC-Earth3,41.26018419746137,40.81254225999854,3,4,10
QDM,RAINY,Rx1day,LA_NINA,MIROC6,31.533076781312403,51.25750517874168,2,12,4
QDM,RAINY,CDD,EL_NINO,ACCESS-ESM1-5,-2.846153846153846,-13.391265597147951,2,4,13
QDM,RAINY,CDD,EL_NINO,CESM2,-0.15909090909090828,-1.0432190760059559,3,11,4
QDM,RAINY,CDD,EL_NINO,CanESM5,9.35,57.750316613577915,2,5,10
QDM,RAINY,CDD,EL_NINO,EC-Earth3,5.2333333333333325,38.14317673378075,3,6,10
QDM,RAINY,CDD,EL_NINO,MIROC6,0.25,1.4103887168902647,2,12,4
QDM,RAINY,CDD,LA_NINA,CESM2,1.1499999999999986,7.540983606557368,3,5,4
QDM,RAINY,CDD,LA_NINA,CanESM5,-3.250000000000001,-22.368909186271125,2,7,10
