Period,Model,Scenario,Station,Index,Unit,Sen_slope_unit,StartYear,EndYear,N,S,Var_S,Var_S_adj_YueWang2004,Z_MK,p_MK,Trend_MK,Significant_MK,Z_MMK2004,p_MMK2004,Trend_MMK2004,Significant_MMK2004,Kendall_tau,Sen_slope,Sen_CI95_low,Sen_CI95_high,n_over_nstar,n_effective,ESS_lags_used,ESS_weighted_rho_sum,MMK_rho1,MK_status,MMK_status,MK_MMK_same_conclusion,p_MK_BH,Significant_MK_BH,Trend_MK_BH
1981-2014,Observed,Historical,465004,R95p,mm,mm year-1,1981,2014,34,-118.0,4549.333333333333,2581.4991165126617,-1.7346504862639898,0.0828027313393744,No significant trend,False,-2.3027663331659616,0.0212919937221227,Decreasing,True,-0.2103386809269162,-12.6,-23.72222222222222,1.8571428571428648,0.567445585399911,59.91763946147943,33,-0.2162772073000445,0.29017449163597,OK,FACTOR_LT_ONE,False,0.11066159421991156,False,No significant trend
1981-2014,Observed,Historical,465005,R95p,mm,mm year-1,1981,2014,34,213.0,4550.333333333333,2706.289256501317,3.142781984532208,0.0016735043431464,Increasing,True,4.075198372662498,4.597513851397493e-05,Increasing,True,0.3796791443850267,8.0,3.4555555555555566,14.211111111111112,0.5947452765001796,57.167330861499885,33,-0.2026273617499102,0.2990070562637941,OK,FACTOR_LT_ONE,True,0.009572444842797408,True,Increasing
1981-2014,Observed,Historical,465006,R95p,mm,mm year-1,1981,2014,34,-187.0,4541.666666666667,3824.428296676521,-2.759976066908598,0.0057805596124413,Decreasing,True,-3.0076665291703217,0.0026326184251098,Decreasing,True,-0.3333333333333333,-23.38000000000001,-38.64999999999999,-9.975,0.8420759552315276,40.376405226594734,33,-0.0789620223842362,0.3976551909993165,OK,FACTOR_LT_ONE,True,0.016024957611786753,True,Decreasing
1981-2014,Observed,Historical,465007,R95p,mm,mm year-1,1981,2014,34,269.0,4550.333333333333,3808.108852272149,3.972950810635055,7.098771287110395e-05,Increasing,True,4.342902876966042,1.4061230671447007e-05,Increasing,True,0.4795008912655971,18.399999999999977,8.833333333333332,28.325000000000003,0.8368856901923997,40.6268148666557,33,-0.0815571549038001,-0.008059070775965,OK,FACTOR_LT_ONE,True,0.0032426738703616397,True,Increasing
1981-2014,Observed,Historical,465008,R95p,mm,mm year-1,1981,2014,34,151.0,4550.333333333333,1567.1643018614593,2.2236664984897696,0.0261708908378838,Increasing,True,3.789081911563629,0.0001512050553701,Increasing,True,0.2691622103386809,4.5612903225806445,0.5428571428571445,9.766666666666673,0.3444064834506174,98.7205573465201,33,-0.3277967582746913,0.1117976308691889,OK,FACTOR_LT_ONE,True,0.04398831241881938,True,Increasing
1981-2014,Observed,Historical,465009,R95p,mm,mm year-1,1981,2014,34,211.0,4550.333333333333,3533.889769986877,3.1131330978856773,0.0018511251562824,Increasing,True,3.532586422216084,0.0004115156973404,Increasing,True,0.3761140819964349,10.427272727272726,4.063636363636363,15.166666666666666,0.7766221749293555,43.77933195519787,33,-0.1116889125353222,0.4653714889102789,OK,FACTOR_LT_ONE,True,0.009804107309199379,True,Increasing
1981-2014,Observed,Historical,465010,R95p,mm,mm year-1,1981,2014,34,153.0,4550.333333333333,2401.229358964693,2.2533153851362995,0.0242392703746717,Increasing,True,3.101892663494335,0.0019228766617868,Increasing,True,0.2727272727272727,5.153333333333334,0.7812499999999982,9.96,0.527704056618129,64.43005236286058,33,-0.2361479716909355,0.1130131565947627,OK,FACTOR_LT_ONE,True,0.04227092272656162,True,Increasing
1981-2014,Observed,Historical,465011,R95p,mm,mm year-1,1981,2014,34,205.0,4550.333333333333,3247.2139555661256,3.0241864379460863,0.0024930275322437,Increasing,True,3.5799314859439435,0.0003436843079717,Increasing,True,0.3654188948306595,7.142857142857143,2.414285714285715,11.899999999999997,0.7136211168924165,47.64433001654819,33,-0.1431894415537918,0.12924705698563,OK,FACTOR_LT_ONE,True,0.011140716784714035,True,Increasing
1981-2014,Observed,Historical,465012,R95p,mm,mm year-1,1981,2014,34,239.0,4550.333333333333,6042.088180025313,3.528217510937101,0.0004183682269044,Increasing,True,3.061846592319016,0.0021997615950447,Increasing,True,0.4260249554367201,7.136363636363637,2.6000000000000014,14.77391304347826,1.3278341909073283,25.605606658439264,33,0.1639170954536641,0.4336653194516072,OK,OK,True,0.005264543618885741,True,Increasing
1981-2014,Observed,Historical,465201,R95p,mm,mm year-1,1981,2014,34,-83.0,4550.333333333333,339.3186653633643,-1.215604352507741,0.2241356753257077,No significant trend,False,-4.451536895969814,8.525787998354558e-06,Decreasing,True,-0.1479500891265597,-2.273333333333331,-8.06666666666667,2.333333333333333,0.074570067840458,455.9470171428927,33,-0.462714966079771,-0.2774778918586323,OK,FACTOR_LT_ONE,False,0.27394360317586497,False,No significant trend
1981-2014,Observed,Historical,465001,R99p,mm,mm year-1,1981,2014,34,217.0,4057.0,3542.3635397603366,3.391183162817395,0.0006959157549462,Increasing,True,3.629168950158476,0.0002843351116731,Increasing,True,0.3868092691622103,6.25925925925926,-0.0,8.96,0.8731485185507362,38.939538094199214,33,-0.0634257407246319,0.5581719123165745,OK,FACTOR_LT_ONE,True,0.0062197470598316625,True,Increasing
1981-2014,Observed,Historical,465002,R99p,mm,mm year-1,1981,2014,34,121.0,4281.666666666667,1649.849893142192,1.8338964892282172,0.0666693608264272,No significant trend,False,2.9543301699600866,0.0031334856647064,Increasing,True,0.2156862745098039,2.9615384615384617,-0.0,6.449999999999999,0.3853288968023803,88.23631002539949,33,-0.3073355515988098,0.3669739445242337,OK,FACTOR_LT_ONE,False,0.09256037473960282,False,No significant trend
1981-2014,Observed,Historical,465003,R99p,mm,mm year-1,1981,2014,34,143.0,4281.666666666667,2662.5427541926765,2.170110845586724,0.0299984497703025,Increasing,True,2.7519468969005016,0.0059242126539996,Increasing,True,0.2549019607843137,2.4761904761904763,-0.0,5.385714285714286,0.6218472761835756,54.67580433682378,33,-0.1890763619082122,0.2367433976240723,OK,FACTOR_LT_ONE,True,0.048747480876741564,True,Increasing
1981-2014,Observed,Historical,465004,R99p,mm,mm year-1,1981,2014,34,-108.0,4425.333333333333,1152.197426751604,-1.6084619186971023,0.1077340500612055,No significant trend,False,-3.1522476323781623,0.0016201880660106,Decreasing,True,-0.1925133689839572,-4.094736842105263,-10.66875,-0.0,0.2603639861595972,130.58641673721638,33,-0.3698180069202014,-0.0495980591102936,OK,FACTOR_LT_ONE,False,0.13755329606028915,False,No significant trend
1981-2014,Observed,Historical,465005,R99p,mm,mm year-1,1981,2014,34,235.0,4337.666666666667,5856.304433659182,3.5529391527827525,0.0003809525703207,Increasing,True,3.0577645045215416,0.0022299474461443,Increasing,True,0.4188948306595365,5.072,1.8625,10.475,1.3501047645414237,25.183230881751932,33,0.1750523822707116,0.4570084842949718,OK,OK,True,0.005264543618885741,True,Increasing
1981-2014,Observed,Historical,465006,R99p,mm,mm year-1,1981,2014,34,-169.0,4458.333333333333,2579.511700620583,-2.5160717045485623,0.0118671036550634,Decreasing,True,-3.307809808378622,0.0009402864408685,Decreasing,True,-0.3012477718360071,-7.262499999999999,-16.375999999999998,-0.0777777777777781,0.5785820636905981,58.7643519108152,33,-0.2107089681547009,0.1249027080651718,OK,FACTOR_LT_ONE,True,0.024955820921677446,True,Decreasing
1981-2014,Observed,Historical,465007,R99p,mm,mm year-1,1981,2014,34,211.0,4057.0,2726.340230525291,3.296983630516912,0.0009772919698198,Increasing,True,4.0218814831164815,5.7735107844723246e-05,Increasing,True,0.3761140819964349,4.919999999999999,-0.0,7.596666666666667,0.6720089303735004,50.59456573159364,33,-0.1639955348132498,-0.1184605702110528,OK,FACTOR_LT_ONE,True,0.006654892937344351,True,Increasing
1981-2014,Observed,Historical,465008,R99p,mm,mm year-1,1981,2014,34,195.0,4485.0,2556.173371848424,2.896813303143032,0.0037697402098135,Increasing,True,3.8371305619751337,0.0001244802988083,Increasing,True,0.3475935828877005,3.2095238095238097,0.75,6.4,0.5699383214823688,59.65557801336895,33,-0.2150308392588156,0.0600846101580677,OK,FACTOR_LT_ONE,True,0.014055774944738513,True,Increasing
1981-2014,Observed,Historical,465009,R99p,mm,mm year-1,1981,2014,34,224.0,4216.666666666667,7633.137926474394,3.4341576456502207,0.0005943983944641,Increasing,True,2.5524268711723286,0.0106975363829125,Increasing,True,0.3992869875222816,4.704,0.1499999999999997,10.63939393939394,1.8102303382943223,18.782140195504773,33,0.4051151691471613,0.4892196769775527,OK,OK,True,0.006071355029169022,True,Increasing
1981-2014,Observed,Historical,465010,R99p,mm,mm year-1,1981,2014,34,181.0,4485.0,2862.263377382406,2.6877649204419884,0.0071932017412941,Increasing,True,3.3644781189871944,0.0007668856487757,Increasing,True,0.3226381461675579,3.620833333333334,0.3181818181818182,6.326315789473685,0.6381858143550515,53.276019672045344,33,-0.1809070928224742,0.2227171570913574,OK,FACTOR_LT_ONE,True,0.018046102614123795,True,Increasing
1981-2014,Observed,Historical,465011,R99p,mm,mm year-1,1981,2014,34,177.0,4485.0,3957.818688860862,2.628036811098833,0.0085879221866439,Increasing,True,2.797594209262049,0.0051484750298469,Increasing,True,0.3155080213903743,3.33,0.14,6.8125,0.8824567868140161,38.528798812633234,33,-0.0587716065929919,0.1867865723107025,OK,FACTOR_LT_ONE,True,0.019807626978872218,True,Increasing
1981-2014,Observed,Historical,465012,R99p,mm,mm year-1,1981,2014,34,199.0,4141.0,6332.229510726334,3.0768942840404168,0.0020916946889497,Increasing,True,2.4882090569177144,0.012838823790015,Increasing,True,0.3547237076648841,3.1842105263157894,-0.0,8.642857142857142,1.529154675374628,22.234506781774925,33,0.2645773376873139,0.2326101803499546,OK,OK,True,0.009970411350660237,True,Increasing
1981-2014,Observed,Historical,465201,R99p,mm,mm year-1,1981,2014,34,-44.0,4216.666666666667,514.6590878180745,-0.6621918330177555,0.5078482875902075,No significant trend,False,-1.8954338514005464,0.0580349475256722,No significant trend,False,-0.0784313725490196,0.0,-3.65625,-0.0,0.122053538612982,278.5662782609699,33,-0.4389732306935089,-0.3014203647375199,OK,FACTOR_LT_ONE,True,0.5763675009952355,False,No significant trend
