method,model,station,family,grouping,group,period,usable,note,wet_threshold_obs_mm,wet_threshold_model_mm,n_obs_wet_cal,n_mod_wet_cal,n_input,n_wet_target,n_delta_clipped_low,n_delta_clipped_high,n_output_capped,output_cap_mm,max_output_mm,obs_dist,obs_aic,obs_ks_d,obs_ks_p,mod_dist,mod_aic,mod_ks_d,mod_ks_p
QDM_P_annual,ACCESS-ESM1-5,500003,parametric,annual,all,validation,True,,1.0,1.992,1781,1782,5113,1467,0,0,0,906.5,79.00011278236168,lognorm,12371.676580905258,0.060632347078009574,3.912572069888538e-06,genextreme,9094.737078300617,0.06276404522504786,1.5165649100381205e-06
QDM_P_annual,ACCESS-ESM1-5,500004,parametric,annual,all,calibration,True,,1.0,4.779441615331963,1613,1613,7305,1613,0,0,0,536.0,105.19177897674527,lognorm,11401.440212766734,0.053863053568699276,0.0001654391020123099,genextreme,10837.441332765138,0.05441461461110442,0.00013636664302932024
QDM_P_annual,ACCESS-ESM1-5,500004,parametric,annual,all,validation,True,,1.0,4.779441615331963,1613,1613,5113,1203,0,0,0,536.0,205.1922372948717,lognorm,11401.440212766734,0.053863053568699276,0.0001654391020123099,genextreme,10837.441332765138,0.05441461461110442,0.00013636664302932024
QDM_P_annual,ACCESS-ESM1-5,500005,parametric,annual,all,calibration,True,,1.0,1.08,4174,4175,7305,4175,0,0,0,241.5,25.164263908896206,genextreme,21303.378225868368,0.04396460089585219,1.896678843605223e-07,genextreme,22044.862064422123,0.06668713008543159,1.3789020613124381e-16
QDM_P_annual,ACCESS-ESM1-5,500005,parametric,annual,all,validation,True,,1.0,1.08,4174,4175,5113,3022,0,0,0,241.5,38.142386699336335,genextreme,21303.378225868368,0.04396460089585219,1.896678843605223e-07,genextreme,22044.862064422123,0.06668713008543159,1.3789020613124381e-16
QDM_P_annual,ACCESS-ESM1-5,500006,parametric,annual,all,calibration,True,,1.0,1.055,4240,4242,7305,4242,0,0,0,230.5,16.748063401482423,lognorm,21659.68694767976,0.04599903843434061,3.104048681569492e-08,genextreme,22253.935763928916,0.06537419362938801,3.3183350307464836e-16
QDM_P_annual,ACCESS-ESM1-5,500006,parametric,annual,all,validation,True,,1.0,1.055,4240,4242,5113,3062,0,0,0,230.5,21.675681559070156,lognorm,21659.68694767976,0.04599903843434061,3.104048681569492e-08,genextreme,22253.935763928916,0.06537419362938801,3.3183350307464836e-16
QDM_P_annual,ACCESS-ESM1-5,500007,parametric,annual,all,calibration,True,,1.0,0.997,3874,3876,7305,3876,0,0,0,732.5,65.97128684153533,genextreme,19849.08888636301,0.04963653142863411,9.820970149335187e-09,genextreme,14171.502160945158,0.02058305969959684,0.07390476226305753
QDM_P_annual,ACCESS-ESM1-5,500007,parametric,annual,all,validation,True,,1.0,0.997,3874,3876,5113,2947,0,0,0,732.5,92.11315185869934,genextreme,19849.08888636301,0.04963653142863411,9.820970149335187e-09,genextreme,14171.502160945158,0.02058305969959684,0.07390476226305753
QDM_P_annual,ACCESS-ESM1-5,500008,parametric,annual,all,calibration,True,,1.0,0.797,4555,4559,7305,4559,0,0,0,340.0,23.60211309734019,lognorm,22670.90980174728,0.03864023365957811,2.4041276193422296e-06,genextreme,15905.097894847284,0.01837649943259373,0.09086421344198681
QDM_P_annual,ACCESS-ESM1-5,500008,parametric,annual,all,validation,True,,1.0,0.797,4555,4559,5113,3417,0,0,0,340.0,33.89992504463363,lognorm,22670.90980174728,0.03864023365957811,2.4041276193422296e-06,genextreme,15905.097894847284,0.01837649943259373,0.09086421344198681
QDM_P_annual,ACCESS-ESM1-5,500009,parametric,annual,all,calibration,True,,1.0,0.854,4333,4334,7305,4334,0,0,0,244.0,23.894046439740908,lognorm,21710.87746919062,0.03969224612257649,2.28197025561483e-06,genextreme,15345.571637122586,0.017632779436518753,0.13345857506704917
QDM_P_annual,ACCESS-ESM1-5,500009,parametric,annual,all,validation,True,,1.0,0.854,4333,4334,5113,3286,0,0,0,244.0,34.18638227459131,lognorm,21710.87746919062,0.03969224612257649,2.28197025561483e-06,genextreme,15345.571637122586,0.017632779436518753,0.13345857506704917
QDM_P_annual,ACCESS-ESM1-5,500201,parametric,annual,all,calibration,True,,1.0,4.272470636550308,1719,1719,7305,1719,0,0,0,1484.5,76.7976913716842,lognorm,11628.795025884301,0.0446586518388306,0.00203852751015248,genextreme,11512.050486801669,0.054265570950095654,7.694312826355314e-05
QDM_P_annual,ACCESS-ESM1-5,500201,parametric,annual,all,validation,True,,1.0,4.272470636550308,1719,1719,5113,1290,0,0,0,1484.5,144.97683607978718,lognorm,11628.795025884301,0.0446586518388306,0.00203852751015248,genextreme,11512.050486801669,0.054265570950095654,7.694312826355314e-05
QDM_P_annual,ACCESS-ESM1-5,500202,parametric,annual,all,calibration,True,,1.0,2.238,1559,1560,7305,1560,0,0,0,1492.5,140.33285329818455,genextreme,10400.438129321303,0.06320497011839388,7.397701999557595e-06,genextreme,8376.915059616083,0.06918280000572863,6.160343764073068e-07
QDM_P_annual,ACCESS-ESM1-5,500202,parametric,annual,all,validation,True,,1.0,2.238,1559,1560,5113,1291,0,0,0,1492.5,193.8510360764857,genextreme,10400.438129321303,0.06320497011839388,7.397701999557595e-06,genextreme,8376.915059616083,0.06918280000572863,6.160343764073068e-07
QDM_P_annual,ACCESS-ESM1-5,500301,parametric,annual,all,calibration,True,,1.0,1.9412507871321014,1832,1832,7305,1832,0,0,0,940.0,53.93240337433582,lognorm,12248.436317100732,0.050785776772175106,0.00015146097547882187,genextreme,9247.456492343863,0.06138102212421326,1.921663890930513e-06
QDM_P_annual,ACCESS-ESM1-5,500301,parametric,annual,all,validation,True,,1.0,1.9412507871321014,1832,1832,5113,1508,0,0,0,940.0,70.73005436792981,lognorm,12248.436317100732,0.050785776772175106,0.00015146097547882187,genextreme,9247.456492343863,0.06138102212421326,1.921663890930513e-06
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,01,calibration,False,"insufficient wet days obs=4, model=4",1.0,4.267006451612904,4,4,620,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,01,validation,False,"insufficient wet days obs=4, model=4",1.0,4.267006451612904,4,4,434,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,02,calibration,False,"insufficient wet days obs=18, model=18",1.0,3.2277203539823014,18,18,565,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,02,validation,False,"insufficient wet days obs=18, model=18",1.0,3.2277203539823014,18,18,395,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,03,calibration,False,"insufficient wet days obs=22, model=22",1.0,2.7423903225806447,22,22,620,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,03,validation,False,"insufficient wet days obs=22, model=22",1.0,2.7423903225806447,22,22,434,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,04,calibration,True,,1.0,1.5427333333333333,110,110,600,110,0,0,0,438.0,68.37515917597825,lognorm,765.0088195186213,0.06597854332333108,0.6993117901481307,genextreme,194.73365495220253,0.04085640258281087,0.9894505283562884
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,04,validation,True,,1.0,1.5427333333333333,110,110,420,91,0,0,0,438.0,48.10534128817518,lognorm,765.0088195186213,0.06597854332333108,0.6993117901481307,genextreme,194.73365495220253,0.04085640258281087,0.9894505283562884
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,05,calibration,True,,1.0,1.2723338709677419,207,207,620,207,0,0,0,650.0,101.6562399160334,lognorm,1463.0490326531167,0.054633729240736395,0.5485034961453401,genextreme,628.9141058498965,0.05271333563310876,0.5941849824002717
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,05,validation,True,,1.0,1.2723338709677419,207,207,434,130,0,0,0,650.0,107.16574949531999,lognorm,1463.0490326531167,0.054633729240736395,0.5485034961453401,genextreme,628.9141058498965,0.05271333563310876,0.5941849824002717
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,06,calibration,True,,1.0,4.078016666666667,190,190,600,190,0,0,0,294.5,137.76563613643538,genextreme,1204.7703419711547,0.07013809030264867,0.2934668276104003,genextreme,1227.289767377772,0.05580866875731731,0.5753204771864071
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,06,validation,True,,1.0,4.078016666666667,190,190,420,137,0,0,0,294.5,224.42087008151674,genextreme,1204.7703419711547,0.07013809030264867,0.2934668276104003,genextreme,1227.289767377772,0.05580866875731731,0.5753204771864071
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,07,calibration,True,,1.0,2.2038870967741944,259,259,620,259,0,0,0,411.0,76.03489274504223,genextreme,1671.272758262013,0.0671737563720326,0.18448932302559629,genextreme,1610.9349629963863,0.1024841031959477,0.008034620942504442
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,07,validation,True,,1.0,2.2038870967741944,259,259,434,196,0,0,0,411.0,70.65885812398079,genextreme,1671.272758262013,0.0671737563720326,0.18448932302559629,genextreme,1610.9349629963863,0.1024841031959477,0.008034620942504442
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,08,calibration,True,,1.0,1.1901419354838707,332,332,620,332,0,0,0,437.0,45.73123183556371,lognorm,2220.2535684962522,0.05070813226851367,0.34881692111445484,genextreme,1620.9790840314138,0.062343121589978345,0.14513766367641268
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,08,validation,True,,1.0,1.1901419354838707,332,332,434,237,0,0,0,437.0,43.09775362757682,lognorm,2220.2535684962522,0.05070813226851367,0.34881692111445484,genextreme,1620.9790840314138,0.062343121589978345,0.14513766367641268
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,09,calibration,True,,1.0,2.14362,262,262,600,262,0,0,0,481.5,79.36359430574615,lognorm,1851.5606360522322,0.053556604446352574,0.42524270510097784,genextreme,1514.7278893352416,0.058664408978073346,0.3156514862234827
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,09,validation,True,,1.0,2.14362,262,262,420,201,0,0,0,481.5,71.06605484861628,lognorm,1851.5606360522322,0.053556604446352574,0.42524270510097784,genextreme,1514.7278893352416,0.058664408978073346,0.3156514862234827
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,10,calibration,True,,1.0,2.4376129032258063,160,160,620,160,0,0,0,400.0,61.61180435436143,lognorm,1104.0497668495316,0.06354876693615219,0.5173146088480556,genextreme,879.8433667900592,0.0867526296695264,0.16958860194131642
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,10,validation,True,,1.0,2.4376129032258063,160,160,434,197,0,0,0,400.0,42.94916170612734,lognorm,1104.0497668495316,0.06354876693615219,0.5173146088480556,genextreme,879.8433667900592,0.0867526296695264,0.16958860194131642
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,11,calibration,True,,1.0,3.2039900000000037,54,54,600,54,0,0,0,175.5,39.23258261962712,lognorm,357.9188636548697,0.08739606898225727,0.7712084352175642,genextreme,271.1508491305347,0.11734433625777885,0.4149732601378532
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,11,validation,True,,1.0,3.2039900000000037,54,54,420,42,0,0,0,175.5,28.841329275685432,lognorm,357.9188636548697,0.08739606898225727,0.7712084352175642,genextreme,271.1508491305347,0.11734433625777885,0.4149732601378532
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,12,calibration,False,"insufficient wet days obs=7, model=7",1.0,3.6551580645161286,7,7,620,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500001,parametric,monthly,12,validation,False,"insufficient wet days obs=7, model=7",1.0,3.6551580645161286,7,7,434,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,01,calibration,False,"insufficient wet days obs=9, model=9",1.0,2.990020967741932,9,9,620,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,01,validation,False,"insufficient wet days obs=9, model=9",1.0,2.990020967741932,9,9,434,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,02,calibration,False,"insufficient wet days obs=14, model=14",1.0,3.145007079646018,14,14,565,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,02,validation,False,"insufficient wet days obs=14, model=14",1.0,3.145007079646018,14,14,395,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,03,calibration,True,,1.0,2.461429032258065,38,38,620,38,0,0,0,232.5,36.601064144382036,lognorm,265.17048638413223,0.08103071501475115,0.9470138013587853,genextreme,52.671225462045356,0.10950412301877996,0.7113781244491325
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,03,validation,True,,1.0,2.461429032258065,38,38,434,38,0,0,0,232.5,53.96897137622741,lognorm,265.17048638413223,0.08103071501475115,0.9470138013587853,genextreme,52.671225462045356,0.10950412301877996,0.7113781244491325
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,04,calibration,True,,1.0,1.6074116666666667,121,121,600,121,0,0,0,707.0,106.59719400282171,lognorm,931.1502548112173,0.06031971607377562,0.7475592797507133,genextreme,262.70526221556344,0.09900118768937338,0.17441252628139892
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,04,validation,True,,1.0,1.6074116666666667,121,121,420,118,0,0,0,707.0,29.050915068338515,lognorm,931.1502548112173,0.06031971607377562,0.7475592797507133,genextreme,262.70526221556344,0.09900118768937338,0.17441252628139892
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,05,calibration,True,,1.0,1.8128145161290312,199,199,620,199,0,0,0,671.0,84.89655949654446,lognorm,1565.8348588774293,0.07219476876439479,0.23902120478268973,genextreme,1027.4452143920853,0.08810096505113962,0.08570509690763906
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,05,validation,True,,1.0,1.8128145161290312,199,199,434,128,3,0,0,671.0,50.52737458617036,lognorm,1565.8348588774293,0.07219476876439479,0.23902120478268973,genextreme,1027.4452143920853,0.08810096505113962,0.08570509690763906
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,06,calibration,True,,1.0,10.48876,188,188,600,188,0,0,0,577.0,64.0698458220701,lognorm,1317.4156769313854,0.0643347616130967,0.4010059998615857,genextreme,1323.9479327278823,0.05856562912898566,0.520177743336348
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,06,validation,True,,1.0,10.48876,188,188,420,131,0,0,0,577.0,176.0418994957519,lognorm,1317.4156769313854,0.0643347616130967,0.4010059998615857,genextreme,1323.9479327278823,0.05856562912898566,0.520177743336348
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,07,calibration,True,,1.0,7.036637096774194,275,275,620,275,0,0,0,592.5,102.0394031935739,gamma,2127.950859776734,0.04539126840641183,0.6061273239926194,pearson3,1960.6032152918751,0.04751116989297005,0.547879707006748
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,07,validation,True,,1.0,7.036637096774194,275,275,434,214,0,0,0,592.5,100.78919754192941,gamma,2127.950859776734,0.04539126840641183,0.6061273239926194,pearson3,1960.6032152918751,0.04751116989297005,0.547879707006748
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,08,calibration,True,,1.0,3.9963064516129037,329,329,620,329,0,0,0,735.0,158.06202770993377,lognorm,2492.216628001339,0.034149820957887156,0.8247267785292763,lognorm,2244.63314180138,0.05974833805808355,0.18328375639149175
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,08,validation,True,,1.0,3.9963064516129037,329,329,434,204,0,0,0,735.0,175.07123483516625,lognorm,2492.216628001339,0.034149820957887156,0.8247267785292763,lognorm,2244.63314180138,0.05974833805808355,0.18328375639149175
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,09,calibration,True,,1.0,6.810254999999996,249,249,600,249,0,0,0,485.5,115.96796677404214,lognorm,1836.7625638910604,0.08275400599586774,0.06236744305643371,genextreme,1609.391683909204,0.06898286493852057,0.1783916740371143
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,09,validation,True,,1.0,6.810254999999996,249,249,420,156,0,0,0,485.5,91.22105686552021,lognorm,1836.7625638910604,0.08275400599586774,0.06236744305643371,genextreme,1609.391683909204,0.06898286493852057,0.1783916740371143
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,10,calibration,True,,1.0,7.2883032258064535,132,132,620,132,0,0,0,402.0,79.82452178779012,lognorm,929.3897122712382,0.06878078148942113,0.5372067475965081,genextreme,779.5968750085822,0.04480315894337557,0.9428861342937499
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,10,validation,True,,1.0,7.2883032258064535,132,132,434,160,0,0,0,402.0,78.55720479287332,lognorm,929.3897122712382,0.06878078148942113,0.5372067475965081,genextreme,779.5968750085822,0.04480315894337557,0.9428861342937499
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,11,calibration,True,,1.0,5.230583333333328,50,50,600,50,0,0,0,364.0,62.69074362329252,lognorm,365.54765352489045,0.11054036124449784,0.5376728378943382,genextreme,295.2486367418322,0.08158050941587758,0.8664385884590349
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,11,validation,True,,1.0,5.230583333333328,50,50,420,40,0,0,0,364.0,47.16388382788499,lognorm,365.54765352489045,0.11054036124449784,0.5376728378943382,genextreme,295.2486367418322,0.08158050941587758,0.8664385884590349
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,12,calibration,False,"insufficient wet days obs=14, model=14",1.0,2.704406451612903,14,14,620,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500002,parametric,monthly,12,validation,False,"insufficient wet days obs=14, model=14",1.0,2.704406451612903,14,14,434,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,01,calibration,False,"insufficient wet days obs=9, model=9",1.0,3.1767145161290298,9,9,620,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,01,validation,False,"insufficient wet days obs=9, model=9",1.0,3.1767145161290298,9,9,434,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,02,calibration,False,"insufficient wet days obs=19, model=19",1.0,3.1448247787610626,19,19,565,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,02,validation,False,"insufficient wet days obs=19, model=19",1.0,3.1448247787610626,19,19,395,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,03,calibration,True,,1.0,2.372132258064516,41,41,620,41,0,0,0,336.0,80.27380773935336,genextreme,277.36925526835785,0.1052626690705406,0.7145009617538685,genextreme,51.50186560571879,0.06855618787182816,0.9833752541045431
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,03,validation,True,,1.0,2.372132258064516,41,41,434,43,0,0,0,336.0,146.1463609136581,genextreme,277.36925526835785,0.1052626690705406,0.7145009617538685,genextreme,51.50186560571879,0.06855618787182816,0.9833752541045431
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,04,calibration,True,,1.0,1.3529866666666668,148,148,600,148,0,0,0,381.5,96.63238124747959,lognorm,1089.5587996230297,0.07434352438938474,0.3685230478160785,genextreme,239.3897437129971,0.057368020816604304,0.6927371846608998
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,04,validation,True,,1.0,1.3529866666666668,148,148,420,130,0,0,0,381.5,66.63319183340417,lognorm,1089.5587996230297,0.07434352438938474,0.3685230478160785,genextreme,239.3897437129971,0.057368020816604304,0.6927371846608998
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,05,calibration,True,,1.0,1.1557870967741934,244,244,620,244,0,0,0,615.0,119.26887171783916,lognorm,1762.7357608148423,0.06453778770552704,0.25045816967546985,genextreme,671.9411087124522,0.05227227732027967,0.5009707572078331
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,05,validation,True,,1.0,1.1557870967741934,244,244,434,157,0,0,0,615.0,115.4714092450125,lognorm,1762.7357608148423,0.06453778770552704,0.25045816967546985,genextreme,671.9411087124522,0.05227227732027967,0.5009707572078331
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,06,calibration,True,,1.0,3.3657666666666666,212,212,600,212,0,0,0,314.0,58.4682767993332,lognorm,1391.5869372055647,0.0895939080597215,0.062492020185907604,genextreme,1360.9579012005213,0.05428926873453954,0.5415114917044783
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,06,validation,True,,1.0,3.3657666666666666,212,212,420,157,0,0,0,314.0,122.09411769463311,lognorm,1391.5869372055647,0.0895939080597215,0.062492020185907604,genextreme,1360.9579012005213,0.05428926873453954,0.5415114917044783
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,07,calibration,True,,1.0,2.1217016129032253,265,265,620,265,0,0,0,785.0,53.63672060603093,lognorm,1884.0215445759595,0.05047700714178652,0.4934768028568506,genextreme,1638.1571262551984,0.1020065189301872,0.007461138299698044
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,07,validation,True,,1.0,2.1217016129032253,265,265,434,201,0,0,0,785.0,55.898867329866704,lognorm,1884.0215445759595,0.05047700714178652,0.4934768028568506,genextreme,1638.1571262551984,0.1020065189301872,0.007461138299698044
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,08,calibration,True,,1.0,1.2245483870967742,320,320,620,320,0,0,0,906.5,58.8691130160426,lognorm,2261.6562332601543,0.05631460108465558,0.2525637518979781,genextreme,1590.0588954452198,0.06385880127871724,0.1408239706576453
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,08,validation,True,,1.0,1.2245483870967742,320,320,434,229,0,0,0,906.5,58.12003268053941,lognorm,2261.6562332601543,0.05631460108465558,0.2525637518979781,genextreme,1590.0588954452198,0.06385880127871724,0.1408239706576453
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,09,calibration,True,,1.0,2.0933500000000005,270,270,600,270,0,0,0,645.0,70.90410776437453,lognorm,1879.5464681470003,0.05879032434792064,0.29652654725585936,genextreme,1549.553616493222,0.0633885841252338,0.21863207780291893
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,09,validation,True,,1.0,2.0933500000000005,270,270,420,203,0,0,0,645.0,62.52007202768028,lognorm,1879.5464681470003,0.05879032434792064,0.29652654725585936,genextreme,1549.553616493222,0.0633885841252338,0.21863207780291893
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,10,calibration,True,,1.0,2.148448387096777,182,182,620,182,0,0,0,491.0,51.81075858053186,lognorm,1198.338747721935,0.07077025360769501,0.30711419407925333,genextreme,960.3868657075351,0.08454807993116631,0.13993096593977505
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,10,validation,True,,1.0,2.148448387096777,182,182,434,214,0,0,0,491.0,38.16793678017768,lognorm,1198.338747721935,0.07077025360769501,0.30711419407925333,genextreme,960.3868657075351,0.08454807993116631,0.13993096593977505
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,11,calibration,True,,1.0,3.1346766666666666,58,58,600,58,0,0,0,462.0,73.63365236380794,genextreme,386.0122882735154,0.09325318818689987,0.6595846362984237,genextreme,288.16276454985683,0.10707566052716233,0.4861980565254458
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,11,validation,True,,1.0,3.1346766666666666,58,58,420,45,0,0,0,462.0,41.01359846957646,genextreme,386.0122882735154,0.09325318818689987,0.6595846362984237,genextreme,288.16276454985683,0.10707566052716233,0.4861980565254458
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,12,calibration,False,"insufficient wet days obs=13, model=13",1.0,3.0558032258064496,13,13,620,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500003,parametric,monthly,12,validation,False,"insufficient wet days obs=13, model=13",1.0,3.0558032258064496,13,13,434,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500004,parametric,monthly,01,calibration,False,"insufficient wet days obs=9, model=9",1.0,2.990020967741932,9,9,620,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500004,parametric,monthly,01,validation,False,"insufficient wet days obs=9, model=9",1.0,2.990020967741932,9,9,434,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500004,parametric,monthly,02,calibration,False,"insufficient wet days obs=22, model=22",1.0,2.8349345132743364,22,22,565,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500004,parametric,monthly,02,validation,False,"insufficient wet days obs=22, model=22",1.0,2.8349345132743364,22,22,395,0,0,0,0,,,,,,,,,,
QDM_P_monthly,ACCESS-ESM1-5,500004,parametric,monthly,03,calibration,True,,1.0,2.4683580645161287,37,37,620,37,0,0,10,295.0,295.0,genextreme,139.4956854785273,0.28990697490661527,0.0030078142186266144,genextreme,52.313970918293506,0.10153446696752828,0.8035431399167812
QDM_P_monthly,ACCESS-ESM1-5,500004,parametric,monthly,03,validation,True,,1.0,2.4683580645161287,37,37,434,36,0,0,11,295.0,295.0,genextreme,139.4956854785273,0.28990697490661527,0.0030078142186266144,genextreme,52.313970918293506,0.10153446696752828,0.8035431399167812
QDM_P_monthly,ACCESS-ESM1-5,500004,parametric,monthly,04,calibration,True,,1.0,1.5748466666666667,127,127,600,127,0,0,0,467.5,63.19621653781254,pearson3,913.5947523770812,0.08773475069002527,0.2663928442393768,genextreme,268.9583121852304,0.0925537641282862,0.213104276578588
QDM_P_monthly,ACCESS-ESM1-5,500004,parametric,monthly,04,validation,True,,1.0,1.5748466666666667,127,127,420,123,0,0,0,467.5,22.19861987567178,pearson3,913.5947523770812,0.08773475069002527,0.2663928442393768,genextreme,268.9583121852304,0.0925537641282862,0.213104276578588
QDM_P_monthly,ACCESS-ESM1-5,500004,parametric,monthly,05,calibration,True,,1.0,1.619838709677419,220,220,620,220,0,0,0,446.5,92.09286435995274,lognorm,1678.4831035929487,0.05107738934994843,0.5960911489766176,genextreme,1090.3661051577312,0.07917958834003003,0.1200890032670936
QDM_P_monthly,ACCESS-ESM1-5,500004,parametric,monthly,05,validation,True,,1.0,1.619838709677419,220,220,434,145,0,0,0,446.5,63.61426011840271,lognorm,1678.4831035929487,0.05107738934994843,0.5960911489766176,genextreme,1090.3661051577312,0.07917958834003003,0.1200890032670936
QDM_P_monthly,ACCESS-ESM1-5,500004,parametric,monthly,06,calibration,True,,1.0,10.799,180,180,600,180,0,0,5,247.0,247.0,genextreme,1171.4225070818763,0.126081103518341,0.0059328243683529425,genextreme,1267.7391841073752,0.05539291914940747,0.6184194216851114
QDM_P_monthly,ACCESS-ESM1-5,500004,parametric,monthly,06,validation,True,,1.0,10.799,180,180,420,128,0,0,7,247.0,247.0,genextreme,1171.4225070818763,0.126081103518341,0.0059328243683529425,genextreme,1267.7391841073752,0.05539291914940747,0.6184194216851114
QDM_P_monthly,ACCESS-ESM1-5,500004,parametric,monthly,07,calibration,True,,1.0,7.4395354838709675,262,262,620,262,0,0,0,492.5,194.17310844499204,lognorm,1796.0712160742864,0.06442092018805827,0.21742738981266485,pearson3,1869.2784765592405,0.047268107706544216,0.5850648820831768
