Dataset,Model,Scenario,Station,Year,n_expected_days,n_observed_records,n_valid,completeness_pct,missing_days,status
Historical,ACCESS-ESM1-5,Historical,351007,1984,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1985,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1986,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1987,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1988,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1989,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1990,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1991,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1992,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1993,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1994,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1995,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1996,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1997,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1998,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1999,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,2000,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,2001,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,2002,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,2003,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,2004,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,2005,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,2006,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,2007,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,2008,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,2009,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,2010,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,2011,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,2012,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,2013,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,2014,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1981,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1982,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1983,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1984,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1985,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1986,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1987,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1988,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1989,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1990,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1991,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1992,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1993,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1994,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1995,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1996,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1997,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1998,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,1999,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,2000,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,2001,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,2002,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,2003,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,2004,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,2005,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,2006,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,2007,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,2008,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,2009,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,2010,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,2011,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,2012,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,2013,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351008,2014,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1981,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1982,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1983,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1984,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1985,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1986,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1987,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1988,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1989,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1990,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1991,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1992,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1993,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1994,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1995,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1996,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1997,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1998,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,1999,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,2000,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,2001,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,2002,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,2003,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,2004,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,2005,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,2006,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,2007,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,2008,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,2009,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,2010,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,2011,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,2012,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,2013,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351009,2014,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1981,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1982,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1983,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1984,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1985,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1986,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1987,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1988,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1989,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1990,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1991,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1992,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1993,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1994,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1995,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1996,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1997,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1998,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,1999,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351010,2000,366,366,366,100.0,0,OK
