source_type,model,season_type,station,ENSO_phase,index,neutral_value,phase_value,abs_response,pct_response
QDM,ACCESS-ESM1-5,RAINY,351003,EL_NINO,Rx5day,165.755,117.575,-48.18,-29.07
QDM,ACCESS-ESM1-5,RAINY,351003,EL_NINO,R20mm,13.667,7.5,-6.167,-45.12
QDM,ACCESS-ESM1-5,RAINY,351003,EL_NINO,R50mm,1.5,0.0,-1.5,-100.0
QDM,ACCESS-ESM1-5,RAINY,351003,EL_NINO,R95p,188.628,0.0,-188.628,-100.0
QDM,ACCESS-ESM1-5,RAINY,351003,EL_NINO,R99p,58.045,0.0,-58.045,-100.0
QDM,ACCESS-ESM1-5,RAINY,351003,EL_NINO,CDD,27.0,21.5,-5.5,-20.37
QDM,ACCESS-ESM1-5,RAINY,351003,EL_NINO,CWD,8.333,5.0,-3.333,-40.0
QDM,ACCESS-ESM1-5,RAINY,351003,LA_NINA,PRCPTOT,835.78,705.654,-130.126,-15.57
QDM,ACCESS-ESM1-5,RAINY,351003,LA_NINA,wet_day_freq,30.798,28.476,-2.322,-7.54
QDM,ACCESS-ESM1-5,RAINY,351003,LA_NINA,SDII,14.292,12.638,-1.654,-11.57
QDM,ACCESS-ESM1-5,RAINY,351003,LA_NINA,Rx1day,68.763,67.894,-0.869,-1.26
QDM,ACCESS-ESM1-5,RAINY,351003,LA_NINA,Rx5day,165.755,180.226,14.471,8.73
QDM,ACCESS-ESM1-5,RAINY,351003,LA_NINA,R20mm,13.667,11.4,-2.267,-16.59
QDM,ACCESS-ESM1-5,RAINY,351003,LA_NINA,R50mm,1.5,2.0,0.5,33.33
QDM,ACCESS-ESM1-5,RAINY,351003,LA_NINA,R95p,188.628,182.586,-6.042,-3.2
QDM,ACCESS-ESM1-5,RAINY,351003,LA_NINA,R99p,58.045,56.03,-2.015,-3.47
QDM,ACCESS-ESM1-5,RAINY,351003,LA_NINA,CDD,27.0,25.0,-2.0,-7.41
QDM,ACCESS-ESM1-5,RAINY,351003,LA_NINA,CWD,8.333,6.6,-1.733,-20.8
QDM,ACCESS-ESM1-5,RAINY,351004,EL_NINO,PRCPTOT,900.327,439.32,-461.007,-51.2
QDM,ACCESS-ESM1-5,RAINY,351004,EL_NINO,wet_day_freq,25.0,15.215,-9.785,-39.14
QDM,ACCESS-ESM1-5,RAINY,351004,EL_NINO,SDII,19.077,15.53,-3.547,-18.59
QDM,ACCESS-ESM1-5,RAINY,351004,EL_NINO,Rx1day,88.863,40.05,-48.813,-54.93
QDM,ACCESS-ESM1-5,RAINY,351004,EL_NINO,Rx5day,195.508,130.555,-64.953,-33.22
QDM,ACCESS-ESM1-5,RAINY,351004,EL_NINO,R20mm,17.5,9.0,-8.5,-48.57
QDM,ACCESS-ESM1-5,RAINY,351004,EL_NINO,R50mm,1.667,0.0,-1.667,-100.0
QDM,ACCESS-ESM1-5,RAINY,351004,EL_NINO,R95p,240.82,0.0,-240.82,-100.0
QDM,ACCESS-ESM1-5,RAINY,351004,EL_NINO,R99p,92.793,0.0,-92.793,-100.0
QDM,ACCESS-ESM1-5,RAINY,351004,EL_NINO,CDD,33.5,24.0,-9.5,-28.36
QDM,ACCESS-ESM1-5,RAINY,351004,EL_NINO,CWD,7.667,5.0,-2.667,-34.78
QDM,ACCESS-ESM1-5,RAINY,351004,LA_NINA,PRCPTOT,900.327,736.108,-164.219,-18.24
QDM,ACCESS-ESM1-5,RAINY,351004,LA_NINA,wet_day_freq,25.0,22.172,-2.828,-11.31
QDM,ACCESS-ESM1-5,RAINY,351004,LA_NINA,SDII,19.077,16.94,-2.137,-11.2
QDM,ACCESS-ESM1-5,RAINY,351004,LA_NINA,Rx1day,88.863,80.132,-8.731,-9.83
QDM,ACCESS-ESM1-5,RAINY,351004,LA_NINA,Rx5day,195.508,199.726,4.218,2.16
