model,station,variant,scale,n,r,rmse,mae,pbias_pct,nse,kge
CESM2,351002,Raw,Daily,12410,0.026989226058542426,9.831436712574627,4.5828132151490735,8.75846533542741,-0.29031542255356224,-0.06909481860132449
CESM2,351002,Raw,Monthly,408,0.2850796882148142,89.81974116076195,70.52432843137255,8.703832940142295,-0.0962653916156635,0.21909912580132518
CESM2,351002,Bias-corrected,Daily,12410,0.055635764660582926,10.934404292326212,4.210556003223207,-14.413342307979946,-0.5960708564283279,0.029408869025571605
CESM2,351002,Bias-corrected,Monthly,408,0.5563320418556543,80.65150682374866,53.7975,-14.4563348612469,0.1161123270107911,0.5326411970550136
CESM2,351003,Raw,Daily,12410,0.023861518785163,11.04100484258588,4.990613618049959,-29.063579454013478,-0.21291793109881607,-0.14684850242812608
CESM2,351003,Raw,Monthly,408,0.19275178086995157,117.05897870500294,87.26225245098038,-29.066005133542625,-0.18394911094048827,0.02951315434935553
CESM2,351003,Bias-corrected,Daily,12410,0.04347497288573227,13.526450984530484,5.467388396454472,-25.395212946715773,-0.8204633581128782,0.008825285944775052
CESM2,351003,Bias-corrected,Monthly,408,0.41594980517307006,115.77491513179575,79.04909313725491,-25.39776406648387,-0.15811721387812905,0.3585658054600206
CESM2,351004,Raw,Daily,12410,0.014733506355394116,10.69920859360976,4.878838517324738,-2.77996940751122,-0.24603898497124144,-0.10033775930853994
CESM2,351004,Raw,Monthly,408,0.19059272213701225,101.74026017713817,78.73960294117647,-2.7955658702487605,-0.16135372256265312,0.11140364540756009
CESM2,351004,Bias-corrected,Daily,12410,0.028646988281439602,13.674950898594428,5.068576954069299,-6.83613764480625,-1.0355410836997097,0.02513770264610149
CESM2,351004,Bias-corrected,Monthly,408,0.4136431402758312,108.73384075346551,73.39161764705882,-6.851083399285578,-0.32650315082918757,0.39838284951696934
CESM2,351005,Raw,Daily,12410,0.02629527946289692,10.245820852058356,4.7544219178082185,-3.320827571534951,-0.2596491277332269,-0.07894277167219865
CESM2,351005,Raw,Monthly,408,0.23980690393588563,93.63942557119795,73.14749019607844,-3.3210846689589544,-0.14004443606769135,0.175653346377733
CESM2,351005,Bias-corrected,Daily,12410,0.04455774168799428,12.831403395667087,4.930394842868654,-8.963248590575454,-0.9756244465956079,0.03980048039816819
CESM2,351005,Bias-corrected,Monthly,408,0.45809030957808644,100.38741830245148,66.90666666666667,-8.963490683196758,-0.3102762485100805,0.42409493593870595
CESM2,351006,Raw,Daily,12410,0.06135219244310302,7.914100805989587,3.756276792908945,-19.33932907520274,-0.40605448676922906,-0.005722390647486142
CESM2,351006,Raw,Monthly,408,0.37191128605099755,86.26914452824256,63.46934068627451,-19.34987565696705,-0.010830955253141372,0.274331345120444
CESM2,351006,Bias-corrected,Daily,12410,0.06655577615241634,10.976787938592581,4.723188557614827,-8.090713053110363,-1.704889594659889,-0.008612469218343577
CESM2,351006,Bias-corrected,Monthly,408,0.44927541212849903,102.33230506564884,68.62267156862745,-8.102730419177032,-0.4223060712805089,0.3961107701814498
CESM2,351007,Raw,Daily,12410,0.06256197176297146,8.154535364233022,3.8337486704270747,-23.083213931175447,-0.3727577016569463,-0.02142291447194533
CESM2,351007,Raw,Monthly,408,0.39463670636242454,83.91874722533754,61.806909313725484,-23.093932363417665,-0.026439145422417765,0.2930532435297235
