model,station,index,bc_hist_mean,obs_mean,bias_abs,bias_pct
FGOALS-g3,351008,R99p,78.527,137.325,-58.79799999999999,-42.81667576916074
FGOALS-g3,351008,Rx1day,54.931999999999995,63.19,-8.258000000000003,-13.06852350055389
FGOALS-g3,351008,Rx5day,130.4285,122.14500000000001,8.283500000000004,6.781693888411317
FGOALS-g3,351008,SDII,8.388226676407086,7.644398250904906,0.7438284255021799,9.730372503998325
FGOALS-g3,351009,CDD,52.35,33.25,19.1,57.443609022556394
FGOALS-g3,351009,CWD,11.2,89.65,-78.45,-87.50697155605131
FGOALS-g3,351009,PRCPTOT,954.059,1184.405,-230.346,-19.448246165796327
FGOALS-g3,351009,R10mm,31.65,24.9,6.75,27.108433734939762
FGOALS-g3,351009,R20mm,10.55,2.25,8.3,368.8888888888889
FGOALS-g3,351009,R50mm,0.65,0.05,0.6,1200.0
FGOALS-g3,351009,R95p,524.2235,203.46,320.7634999999999,157.65433008945243
FGOALS-g3,351009,R99p,331.4945,64.595,266.8995,413.1891013236318
FGOALS-g3,351009,Rx1day,56.1845,28.880000000000003,27.304499999999997,94.54466759002769
FGOALS-g3,351009,Rx5day,135.399,79.56,55.839,70.18476621417797
FGOALS-g3,351009,SDII,8.533907332735085,5.081984642051293,3.4519226906837917,67.9246974129079
FGOALS-g3,351010,CDD,54.05,35.1,18.949999999999996,53.98860398860398
FGOALS-g3,351010,CWD,9.6,73.75,-64.15,-86.98305084745763
FGOALS-g3,351010,PRCPTOT,903.9655,1163.26,-259.29449999999997,-22.29033062256073
FGOALS-g3,351010,R10mm,30.3,27.55,2.75,9.98185117967332
FGOALS-g3,351010,R20mm,10.75,3.2,7.55,235.9375
FGOALS-g3,351010,R50mm,0.8,0.15,0.65,433.33333333333337
FGOALS-g3,351010,R95p,506.98850000000004,202.725,304.2635,150.08681711678383
FGOALS-g3,351010,R99p,311.6035,68.795,242.80849999999998,352.9449814666763
FGOALS-g3,351010,Rx1day,59.57000000000001,28.964999999999996,30.60500000000001,105.66200586915247
FGOALS-g3,351010,Rx5day,136.9705,83.66499999999999,53.305499999999995,63.71302217175641
FGOALS-g3,351010,SDII,9.312890267598686,5.173072086955942,4.139818180642743,80.02629986698659
FGOALS-g3,351011,CDD,44.0,42.25,1.75,4.1420118343195265
FGOALS-g3,351011,CWD,24.95,11.1,13.85,124.77477477477478
FGOALS-g3,351011,PRCPTOT,1133.837,1145.975,-12.13799999999992,-1.059185409803872
FGOALS-g3,351011,R10mm,33.0,34.1,-1.1000000000000014,-3.2258064516129075
FGOALS-g3,351011,R20mm,6.9,15.75,-8.85,-56.19047619047619
FGOALS-g3,351011,R50mm,0.25,3.1,-2.85,-91.93548387096774
FGOALS-g3,351011,R95p,24.312,352.71500000000003,-328.403,-93.10718285301164
FGOALS-g3,351011,R99p,0.0,136.48499999999999,-136.48499999999999,-100.0
FGOALS-g3,351011,Rx1day,39.503,111.39000000000001,-71.88700000000001,-64.5363138522309
FGOALS-g3,351011,Rx5day,109.15799999999999,183.615,-74.45700000000002,-40.55060861040766
FGOALS-g3,351011,SDII,6.273665838350364,12.145212615611134,-5.871546777260771,-48.344536757747996
FGOALS-g3,351012,CDD,56.65,56.05,0.6000000000000014,1.0704727921498687
FGOALS-g3,351012,CWD,9.65,8.4,1.25,14.88095238095238
FGOALS-g3,351012,PRCPTOT,1430.7005,933.915,496.78549999999996,53.1938666795158
FGOALS-g3,351012,R10mm,45.15,25.55,19.599999999999998,76.71232876712328
FGOALS-g3,351012,R20mm,23.3,12.7,10.600000000000001,83.46456692913388
FGOALS-g3,351012,R50mm,4.25,3.15,1.1,34.920634920634924
FGOALS-g3,351012,R95p,377.7565,302.75,75.00650000000002,24.77506193228737
FGOALS-g3,351012,R99p,77.851,129.48,-51.62899999999999,-39.874111831943154
FGOALS-g3,351012,Rx1day,95.1955,113.89000000000001,-18.69450000000002,-16.414522785143575
FGOALS-g3,351012,Rx5day,220.865,198.625,22.24000000000001,11.196979232221528
FGOALS-g3,351012,SDII,14.740702832609461,11.876607222495185,2.8640956101142763,24.11543596970576
FGOALS-g3,351201,CDD,59.7,50.8,8.900000000000006,17.519685039370092
FGOALS-g3,351201,CWD,9.5,9.6,-0.09999999999999964,-1.041666666666663
FGOALS-g3,351201,PRCPTOT,1354.7825,1090.825,263.9575,24.197969426809983
FGOALS-g3,351201,R10mm,41.55,31.15,10.399999999999999,33.3868378812199
FGOALS-g3,351201,R20mm,22.0,15.45,6.550000000000001,42.3948220064725
FGOALS-g3,351201,R50mm,4.1,3.2,0.8999999999999995,28.124999999999982
FGOALS-g3,351201,R95p,429.8045,323.06,106.74450000000002,33.04169504116882
FGOALS-g3,351201,R99p,139.5315,124.1,15.4315,12.434730056406126
FGOALS-g3,351201,Rx1day,101.6215,98.265,3.356499999999997,3.4157634966671724
FGOALS-g3,351201,Rx5day,227.27399999999997,180.43,46.843999999999966,25.962423100371318
FGOALS-g3,351201,SDII,14.96669410843445,11.589308549365157,3.3773855590692925,29.142252487999382
MIROC6,351001,CDD,61.75,57.05,4.700000000000003,8.23838737949168
MIROC6,351001,CWD,8.75,8.6,0.15000000000000036,1.7441860465116321
MIROC6,351001,PRCPTOT,1165.1035,984.85,180.25349999999992,18.30263491902319
MIROC6,351001,R10mm,37.65,28.45,9.2,32.33743409490334
MIROC6,351001,R20mm,18.8,15.15,3.6500000000000004,24.092409240924095
MIROC6,351001,R50mm,3.35,2.95,0.3999999999999999,13.559322033898303
MIROC6,351001,R95p,309.84450000000004,267.175,42.66950000000003,15.970618508468242
MIROC6,351001,R99p,87.795,96.975,-9.179999999999993,-9.46635730858468
MIROC6,351001,Rx1day,79.25399999999999,102.19500000000001,-22.941000000000017,-22.448260678115382
MIROC6,351001,Rx5day,186.05599999999998,170.39000000000001,15.665999999999968,9.194201537648903
MIROC6,351001,SDII,14.778200733148472,12.152706418698024,2.6254943144504477,21.604194357981775
MIROC6,351002,CDD,73.0,59.8,13.200000000000003,22.07357859531773
MIROC6,351002,CWD,8.45,9.75,-1.3000000000000007,-13.33333333333334
MIROC6,351002,PRCPTOT,873.3059999999999,1046.465,-173.159,-16.547041707080503
MIROC6,351002,R10mm,30.0,32.1,-2.1000000000000014,-6.542056074766359
MIROC6,351002,R20mm,13.05,16.1,-3.0500000000000007,-18.94409937888199
MIROC6,351002,R50mm,1.15,3.1,-1.9500000000000002,-62.90322580645162
MIROC6,351002,R95p,140.70499999999998,292.915,-152.21000000000004,-51.963880306573586
MIROC6,351002,R99p,32.7285,96.6,-63.8715,-66.1195652173913
MIROC6,351002,Rx1day,59.830499999999994,81.535,-21.704500000000003,-26.619856503342127
MIROC6,351002,Rx5day,138.173,157.66500000000002,-19.49200000000002,-12.362921383946986
MIROC6,351002,SDII,11.661754203902596,13.168351679857171,-1.5065974759545746,-11.441048299607045
MIROC6,351003,CDD,65.95,44.7,21.25,47.53914988814317
MIROC6,351003,CWD,9.15,50.6,-41.45,-81.91699604743083
MIROC6,351003,PRCPTOT,1082.78,1411.8899999999999,-329.1099999999999,-23.309889580633048
MIROC6,351003,R10mm,34.2,40.6,-6.399999999999999,-15.763546798029553
MIROC6,351003,R20mm,17.75,16.45,1.3000000000000007,7.902735562310034
MIROC6,351003,R50mm,2.95,2.95,0.0,0.0
MIROC6,351003,R95p,323.56100000000004,310.125,13.436000000000035,4.332446594115288
MIROC6,351003,R99p,108.39000000000001,90.52000000000001,17.870000000000005,19.74149359257623
MIROC6,351003,Rx1day,85.19300000000001,76.995,8.198000000000008,10.647444639262298
MIROC6,351003,Rx5day,179.0595,134.19,44.869500000000016,33.43729040912141
MIROC6,351003,SDII,14.521472677231577,11.782532762553084,2.738939914678493,23.2457653195187
MIROC6,351004,CDD,83.85,61.3,22.549999999999997,36.78629690048939
MIROC6,351004,CWD,7.25,7.65,-0.40000000000000036,-5.228758169934645
MIROC6,351004,PRCPTOT,1064.2495000000001,1080.7050000000002,-16.45550000000003,-1.52266344654647
MIROC6,351004,R10mm,34.35,31.85,2.5,7.849293563579278
MIROC6,351004,R20mm,19.25,16.7,2.5500000000000007,15.269461077844316
MIROC6,351004,R50mm,3.35,2.65,0.7000000000000002,26.415094339622648
MIROC6,351004,R95p,328.7075,289.88,38.827499999999986,13.394335587139501
MIROC6,351004,R99p,86.9915,119.07000000000001,-32.078500000000005,-26.940875115478292
MIROC6,351004,Rx1day,79.38250000000001,98.32000000000001,-18.9375,-19.261086248982913
MIROC6,351004,Rx5day,182.09300000000002,158.125,23.968000000000018,15.157628458498037
MIROC6,351004,SDII,18.614049199309882,13.454353710188059,5.159695489121823,38.34963462581439
MIROC6,351005,CDD,71.8,54.25,17.549999999999997,32.35023041474654
MIROC6,351005,CWD,7.85,18.4,-10.549999999999999,-57.33695652173913
MIROC6,351005,PRCPTOT,1052.8865,1107.915,-55.028499999999894,-4.9668521502100695
MIROC6,351005,R10mm,33.45,33.55,-0.09999999999999432,-0.2980625931445434
MIROC6,351005,R20mm,17.65,14.8,2.849999999999998,19.25675675675674
MIROC6,351005,R50mm,3.05,2.45,0.5999999999999996,24.48979591836733
MIROC6,351005,R95p,322.32550000000003,250.195,72.13050000000004,28.829712823997298
MIROC6,351005,R99p,90.601,87.85499999999999,2.7460000000000093,3.1256046895452845
MIROC6,351005,Rx1day,81.9555,76.25,5.705500000000001,7.482622950819673
MIROC6,351005,Rx5day,177.4625,138.75,38.712500000000006,27.900900900900904
MIROC6,351005,SDII,15.688571382521094,11.970070850572295,3.7185005319487985,31.06498347727837
MIROC6,351006,CDD,74.55,44.45,30.099999999999994,67.71653543307085
MIROC6,351006,CWD,9.5,46.55,-37.05,-79.59183673469387
MIROC6,351006,PRCPTOT,1104.722,1099.6,5.122000000000071,0.46580574754456816
MIROC6,351006,R10mm,35.3,28.85,6.449999999999996,22.357019064124767
MIROC6,351006,R20mm,18.3,9.25,9.05,97.83783783783785
MIROC6,351006,R50mm,2.95,1.4,1.5500000000000003,110.71428571428574
MIROC6,351006,R95p,676.7864999999999,351.10499999999996,325.68149999999997,92.75900371683684
MIROC6,351006,R99p,354.3755,174.83,179.54549999999998,102.697191557513
MIROC6,351006,Rx1day,82.6885,57.404999999999994,25.28350000000001,44.044072815956824
MIROC6,351006,Rx5day,177.361,129.66500000000002,47.69599999999997,36.78402036015884
MIROC6,351006,SDII,14.314810553011487,9.307368680142666,5.007441872868821,53.8008329201811
MIROC6,351007,CDD,47.5,39.2,8.299999999999997,21.173469387755095
MIROC6,351007,CWD,12.7,49.1,-36.400000000000006,-74.13441955193484
MIROC6,351007,PRCPTOT,1048.26,1196.15,-147.8900000000001,-12.3638339673118
MIROC6,351007,R10mm,34.95,30.95,4.0000000000000036,12.924071082390965
MIROC6,351007,R20mm,13.2,9.7,3.5,36.08247422680412
MIROC6,351007,R50mm,0.95,1.5,-0.55,-36.66666666666667
MIROC6,351007,R95p,435.3625,389.235,46.1275,11.850809922026539
MIROC6,351007,R99p,147.106,200.07,-52.964,-26.47273454290998
MIROC6,351007,Rx1day,57.581500000000005,64.30499999999999,-6.723499999999987,-10.455641085452124
MIROC6,351007,Rx5day,137.95850000000002,134.305,3.653500000000008,2.7203008078627064
MIROC6,351007,SDII,9.412243236804702,9.249164907588192,0.16307832921651055,1.763168143782559
MIROC6,351008,CDD,52.1,40.8,11.300000000000004,27.696078431372563
MIROC6,351008,CWD,13.3,34.6,-21.3,-61.56069364161849
MIROC6,351008,PRCPTOT,956.0725,1110.105,-154.03250000000003,-13.875489255520877
MIROC6,351008,R10mm,32.25,29.5,2.75,9.322033898305085
MIROC6,351008,R20mm,11.3,8.75,2.5500000000000007,29.14285714285715
MIROC6,351008,R50mm,0.8,1.3,-0.5,-38.46153846153846
MIROC6,351008,R95p,394.677,331.855,62.822,18.93055702038541
MIROC6,351008,R99p,91.092,137.325,-46.23299999999999,-33.66684871654833
MIROC6,351008,Rx1day,49.8995,63.19,-13.290499999999994,-21.032600094951725
MIROC6,351008,Rx5day,126.78400000000002,122.14500000000001,4.63900000000001,3.79794506529126
MIROC6,351008,SDII,8.872998970820044,7.644398250904906,1.2286007199151374,16.071908861756405
MIROC6,351009,CDD,47.85,33.25,14.600000000000001,43.90977443609023
MIROC6,351009,CWD,13.6,89.65,-76.05000000000001,-84.82989403234802
MIROC6,351009,PRCPTOT,1020.4209999999999,1184.405,-163.98400000000004,-13.845264077743682
MIROC6,351009,R10mm,34.7,24.9,9.800000000000004,39.35742971887552
MIROC6,351009,R20mm,12.35,2.25,10.1,448.8888888888889
MIROC6,351009,R50mm,0.8,0.05,0.75,1500.0
MIROC6,351009,R95p,593.4925000000001,203.46,390.0325,191.69984272092793
MIROC6,351009,R99p,385.49,64.595,320.895,496.779936527595
MIROC6,351009,Rx1day,52.832499999999996,28.880000000000003,23.952499999999993,82.9380193905817
MIROC6,351009,Rx5day,126.8135,79.56,47.2535,59.393539467068884
MIROC6,351009,SDII,9.00072220034069,5.081984642051293,3.918737558289396,77.11037782096949
MIROC6,351010,CDD,52.55,35.1,17.449999999999996,49.7150997150997
MIROC6,351010,CWD,11.5,73.75,-62.25,-84.40677966101696
MIROC6,351010,PRCPTOT,989.1949999999999,1163.26,-174.06500000000005,-14.963550710933074
MIROC6,351010,R10mm,33.35,27.55,5.800000000000001,21.052631578947373
MIROC6,351010,R20mm,13.1,3.2,9.899999999999999,309.37499999999994
MIROC6,351010,R50mm,0.95,0.15,0.7999999999999999,533.3333333333334
MIROC6,351010,R95p,580.0415,202.725,377.3165,186.12233321001358
MIROC6,351010,R99p,382.8585,68.795,314.0635,456.5208227342103
MIROC6,351010,Rx1day,58.043499999999995,28.964999999999996,29.0785,100.3918522354566
MIROC6,351010,Rx5day,134.2935,83.66499999999999,50.6285,60.51335683977769
MIROC6,351010,SDII,9.85793428689897,5.173072086955942,4.684862199943028,90.56247663271598
MIROC6,351011,CDD,34.3,42.25,-7.950000000000003,-18.816568047337284
MIROC6,351011,CWD,27.55,11.1,16.450000000000003,148.1981981981982
MIROC6,351011,PRCPTOT,1176.35,1145.975,30.375,2.650581382665416
MIROC6,351011,R10mm,35.55,34.1,1.4499999999999957,4.252199413489723
MIROC6,351011,R20mm,8.1,15.75,-7.65,-48.57142857142857
MIROC6,351011,R50mm,0.2,3.1,-2.9,-93.54838709677419
MIROC6,351011,R95p,25.579,352.71500000000003,-327.136,-92.74796932367492
MIROC6,351011,R99p,0.0,136.48499999999999,-136.48499999999999,-100.0
MIROC6,351011,Rx1day,37.775,111.39000000000001,-73.61500000000001,-66.08762007361523
MIROC6,351011,Rx5day,107.2195,183.615,-76.39550000000001,-41.60635024371648
MIROC6,351011,SDII,6.510609711340372,12.145212615611134,-5.634602904270762,-46.39361271475966
MIROC6,351012,CDD,56.5,56.05,0.45000000000000284,0.8028545941124048
MIROC6,351012,CWD,12.25,8.4,3.8499999999999996,45.83333333333332
MIROC6,351012,PRCPTOT,1547.8485,933.915,613.9335000000001,65.73762066140924
MIROC6,351012,R10mm,48.6,25.55,23.05,90.21526418786692
MIROC6,351012,R20mm,25.35,12.7,12.650000000000002,99.60629921259844
MIROC6,351012,R50mm,5.0,3.15,1.85,58.730158730158735
MIROC6,351012,R95p,433.4375,302.75,130.6875,43.16680429397192
MIROC6,351012,R99p,75.24,129.48,-54.239999999999995,-41.890639481000925
MIROC6,351012,Rx1day,95.288,113.89000000000001,-18.602000000000018,-16.333304065326207
MIROC6,351012,Rx5day,215.25650000000002,198.625,16.631500000000017,8.373316551290127
MIROC6,351012,SDII,15.220102388338367,11.876607222495185,3.3434951658431817,28.151938539403332
MIROC6,351201,CDD,59.4,50.8,8.600000000000001,16.92913385826772
MIROC6,351201,CWD,11.9,9.6,2.3000000000000007,23.95833333333334
MIROC6,351201,PRCPTOT,1468.7625,1090.825,377.9375,34.646941535076664
MIROC6,351201,R10mm,44.9,31.15,13.75,44.14125200642055
MIROC6,351201,R20mm,24.35,15.45,8.900000000000002,57.605177993527526
MIROC6,351201,R50mm,4.7,3.2,1.5,46.875
MIROC6,351201,R95p,496.87250000000006,323.06,173.81250000000006,53.80192533894635
MIROC6,351201,R99p,164.908,124.1,40.80799999999999,32.88315874294923
MIROC6,351201,Rx1day,99.723,98.265,1.4579999999999984,1.4837429400091573
MIROC6,351201,Rx5day,233.283,180.43,52.85299999999998,29.292800532062284
MIROC6,351201,SDII,15.698120902642353,11.589308549365157,4.108812353277196,35.45347279154346
MRI-ESM2-0,351001,CDD,65.95,57.05,8.900000000000006,15.600350569675733
MRI-ESM2-0,351001,CWD,10.05,8.6,1.450000000000001,16.860465116279084
MRI-ESM2-0,351001,PRCPTOT,1012.35,984.85,27.5,2.792303396456313
MRI-ESM2-0,351001,R10mm,32.45,28.45,4.0000000000000036,14.059753954305812
MRI-ESM2-0,351001,R20mm,16.75,15.15,1.5999999999999996,10.56105610561056
MRI-ESM2-0,351001,R50mm,2.8,2.95,-0.15000000000000036,-5.084745762711876
MRI-ESM2-0,351001,R95p,254.2,267.175,-12.975000000000023,-4.856367549359042
MRI-ESM2-0,351001,R99p,75.226,96.975,-21.748999999999995,-22.42742974993555
MRI-ESM2-0,351001,Rx1day,79.115,102.19500000000001,-23.080000000000013,-22.5842751602329
MRI-ESM2-0,351001,Rx5day,185.602,170.39000000000001,15.211999999999989,8.927753976172303
MRI-ESM2-0,351001,SDII,14.128465068361285,12.152706418698024,1.9757586496632609,16.257766637260158
MRI-ESM2-0,351002,CDD,70.95,59.8,11.150000000000006,18.645484949832785
MRI-ESM2-0,351002,CWD,9.95,9.75,0.1999999999999993,2.051282051282044
MRI-ESM2-0,351002,PRCPTOT,757.983,1046.465,-288.48199999999997,-27.567286053523052
MRI-ESM2-0,351002,R10mm,26.2,32.1,-5.900000000000002,-18.380062305295958
MRI-ESM2-0,351002,R20mm,11.45,16.1,-4.650000000000002,-28.881987577639762
MRI-ESM2-0,351002,R50mm,1.1,3.1,-2.0,-64.51612903225806
MRI-ESM2-0,351002,R95p,112.881,292.915,-180.03400000000002,-61.46288172336685
MRI-ESM2-0,351002,R99p,23.7465,96.6,-72.8535,-75.41770186335404
MRI-ESM2-0,351002,Rx1day,56.2355,81.535,-25.299499999999995,-31.029005948365725
MRI-ESM2-0,351002,Rx5day,135.5035,157.66500000000002,-22.161500000000018,-14.056068245964555
MRI-ESM2-0,351002,SDII,10.891556096378242,13.168351679857171,-2.276795583478929,-17.289905668008586
MRI-ESM2-0,351003,CDD,67.95,44.7,23.25,52.013422818791945
MRI-ESM2-0,351003,CWD,9.5,50.6,-41.1,-81.22529644268775
MRI-ESM2-0,351003,PRCPTOT,921.2610000000001,1411.8899999999999,-490.6289999999998,-34.74980345494336
MRI-ESM2-0,351003,R10mm,29.75,40.6,-10.850000000000001,-26.724137931034488
MRI-ESM2-0,351003,R20mm,15.5,16.45,-0.9499999999999993,-5.775075987841941
MRI-ESM2-0,351003,R50mm,2.4,2.95,-0.5500000000000003,-18.644067796610177
MRI-ESM2-0,351003,R95p,245.15099999999998,310.125,-64.97400000000002,-20.950906892382108
MRI-ESM2-0,351003,R99p,89.027,90.52000000000001,-1.4930000000000092,-1.6493592576226348
MRI-ESM2-0,351003,Rx1day,74.8875,76.995,-2.1075000000000017,-2.737190726670565
MRI-ESM2-0,351003,Rx5day,171.1855,134.19,36.99549999999999,27.56949102019524
MRI-ESM2-0,351003,SDII,13.700003920062496,11.782532762553084,1.9174711575094125,16.273845328089948
MRI-ESM2-0,351004,CDD,86.6,61.3,25.299999999999997,41.27243066884176
MRI-ESM2-0,351004,CWD,7.65,7.65,0.0,0.0
MRI-ESM2-0,351004,PRCPTOT,927.9084999999999,1080.7050000000002,-152.79650000000026,-14.13859471363603
MRI-ESM2-0,351004,R10mm,30.0,31.85,-1.8500000000000014,-5.8084772370486695
MRI-ESM2-0,351004,R20mm,16.9,16.7,0.1999999999999993,1.1976047904191576
MRI-ESM2-0,351004,R50mm,2.9,2.65,0.25,9.433962264150944
MRI-ESM2-0,351004,R95p,284.88649999999996,289.88,-4.99350000000004,-1.7226093555954327
MRI-ESM2-0,351004,R99p,78.3455,119.07000000000001,-40.724500000000006,-34.202149995800795
MRI-ESM2-0,351004,Rx1day,82.46849999999999,98.32000000000001,-15.851500000000016,-16.122355573637115
MRI-ESM2-0,351004,Rx5day,187.1065,158.125,28.98150000000001,18.328221343873523
MRI-ESM2-0,351004,SDII,17.85673222958342,13.454353710188059,4.402378519395363,32.72084720101972
MRI-ESM2-0,351005,CDD,74.25,54.25,20.0,36.866359447004605
MRI-ESM2-0,351005,CWD,9.25,18.4,-9.149999999999999,-49.72826086956521
MRI-ESM2-0,351005,PRCPTOT,913.5695,1107.915,-194.34550000000002,-17.541553278004184
MRI-ESM2-0,351005,R10mm,29.45,33.55,-4.099999999999998,-12.220566318926968
MRI-ESM2-0,351005,R20mm,15.85,14.8,1.049999999999999,7.094594594594587
MRI-ESM2-0,351005,R50mm,2.55,2.45,0.09999999999999964,4.0816326530612095
MRI-ESM2-0,351005,R95p,267.6105,250.195,17.41550000000001,6.960770598932836
MRI-ESM2-0,351005,R99p,76.146,87.85499999999999,-11.708999999999989,-13.327642137613102
MRI-ESM2-0,351005,Rx1day,79.785,76.25,3.5349999999999966,4.6360655737704874
MRI-ESM2-0,351005,Rx5day,182.052,138.75,43.30199999999999,31.20864864864864
MRI-ESM2-0,351005,SDII,15.00743182347953,11.970070850572295,3.0373609729072353,25.374628194134853
MRI-ESM2-0,351006,CDD,64.95,44.45,20.5,46.11923509561304
MRI-ESM2-0,351006,CWD,9.65,46.55,-36.9,-79.26960257787326
MRI-ESM2-0,351006,PRCPTOT,975.932,1099.6,-123.66799999999989,-11.246635140050918
MRI-ESM2-0,351006,R10mm,31.45,28.85,2.599999999999998,9.012131715771222
MRI-ESM2-0,351006,R20mm,15.4,9.25,6.15,66.48648648648648
MRI-ESM2-0,351006,R50mm,2.5,1.4,1.1,78.57142857142858
MRI-ESM2-0,351006,R95p,584.3245,351.10499999999996,233.21949999999998,66.42443143788896
MRI-ESM2-0,351006,R99p,325.96549999999996,174.83,151.13549999999995,86.44712005948632
MRI-ESM2-0,351006,Rx1day,79.914,57.404999999999994,22.509000000000007,39.21087013326367
MRI-ESM2-0,351006,Rx5day,168.5275,129.66500000000002,38.86249999999998,29.97146492885511
MRI-ESM2-0,351006,SDII,13.671463354770239,9.307368680142666,4.364094674627573,46.88859789059822
MRI-ESM2-0,351007,CDD,51.35,39.2,12.149999999999999,30.994897959183664
MRI-ESM2-0,351007,CWD,12.95,49.1,-36.150000000000006,-73.62525458248473
MRI-ESM2-0,351007,PRCPTOT,974.3664999999999,1196.15,-221.78350000000023,-18.541445470885776
MRI-ESM2-0,351007,R10mm,32.35,30.95,1.4000000000000021,4.523424878836841
MRI-ESM2-0,351007,R20mm,11.6,9.7,1.9000000000000004,19.587628865979386
MRI-ESM2-0,351007,R50mm,1.0,1.5,-0.5,-33.333333333333336
MRI-ESM2-0,351007,R95p,390.591,389.235,1.3559999999999945,0.34837565994835884
MRI-ESM2-0,351007,R99p,137.472,200.07,-62.597999999999985,-31.28804918278602
MRI-ESM2-0,351007,Rx1day,57.4575,64.30499999999999,-6.8474999999999895,-10.648472125029143
MRI-ESM2-0,351007,Rx5day,136.712,134.305,2.4069999999999823,1.792189419604618
MRI-ESM2-0,351007,SDII,8.967348144303118,9.249164907588192,-0.28181676328507343,-3.0469427899795103
MRI-ESM2-0,351008,CDD,53.9,40.8,13.100000000000001,32.10784313725491
MRI-ESM2-0,351008,CWD,12.6,34.6,-22.0,-63.58381502890173
MRI-ESM2-0,351008,PRCPTOT,847.2335,1110.105,-262.87149999999997,-23.67987712874007
MRI-ESM2-0,351008,R10mm,28.0,29.5,-1.5,-5.084745762711864
MRI-ESM2-0,351008,R20mm,10.2,8.75,1.4499999999999993,16.571428571428566
MRI-ESM2-0,351008,R50mm,0.6,1.3,-0.7000000000000001,-53.84615384615385
MRI-ESM2-0,351008,R95p,348.1435,331.855,16.2885,4.908318392068825
MRI-ESM2-0,351008,R99p,86.98299999999999,137.325,-50.342,-36.65902057163663
MRI-ESM2-0,351008,Rx1day,49.72,63.19,-13.469999999999999,-21.31666402911853
MRI-ESM2-0,351008,Rx5day,125.38699999999999,122.14500000000001,3.241999999999976,2.6542224405419588
MRI-ESM2-0,351008,SDII,8.352880014813852,7.644398250904906,0.7084817639089458,9.267986055345549
MRI-ESM2-0,351009,CDD,52.55,33.25,19.299999999999997,58.04511278195488
MRI-ESM2-0,351009,CWD,13.35,89.65,-76.30000000000001,-85.10875627440045
MRI-ESM2-0,351009,PRCPTOT,905.4950000000001,1184.405,-278.90999999999985,-23.54853280761225
MRI-ESM2-0,351009,R10mm,30.2,24.9,5.300000000000001,21.285140562249
MRI-ESM2-0,351009,R20mm,10.65,2.25,8.4,373.3333333333333
MRI-ESM2-0,351009,R50mm,0.65,0.05,0.6,1200.0
MRI-ESM2-0,351009,R95p,518.6265000000001,203.46,315.16650000000004,154.90342081981717
MRI-ESM2-0,351009,R99p,336.40950000000004,64.595,271.81450000000007,420.7980493846274
MRI-ESM2-0,351009,Rx1day,50.6,28.880000000000003,21.72,75.20775623268698
MRI-ESM2-0,351009,Rx5day,125.70450000000001,79.56,46.14450000000001,57.99962292609352
MRI-ESM2-0,351009,SDII,8.439561190239766,5.081984642051293,3.357576548188473,66.06821516944254
MRI-ESM2-0,351010,CDD,54.45,35.1,19.35,55.12820512820513
MRI-ESM2-0,351010,CWD,10.85,73.75,-62.9,-85.28813559322033
MRI-ESM2-0,351010,PRCPTOT,884.417,1163.26,-278.84299999999996,-23.97082337568557
MRI-ESM2-0,351010,R10mm,29.05,27.55,1.5,5.44464609800363
MRI-ESM2-0,351010,R20mm,11.45,3.2,8.25,257.8125
MRI-ESM2-0,351010,R50mm,0.95,0.15,0.7999999999999999,533.3333333333334
MRI-ESM2-0,351010,R95p,513.1145,202.725,310.3895,153.10864471574794
MRI-ESM2-0,351010,R99p,346.5715,68.795,277.7765,403.77425685006176
MRI-ESM2-0,351010,Rx1day,56.065999999999995,28.964999999999996,27.101,93.56464698774384
MRI-ESM2-0,351010,Rx5day,134.153,83.66499999999999,50.488,60.345425207673465
MRI-ESM2-0,351010,SDII,9.43732341633795,5.173072086955942,4.264251329382008,82.43170127349369
MRI-ESM2-0,351011,CDD,36.85,42.25,-5.399999999999999,-12.781065088757394
MRI-ESM2-0,351011,CWD,28.3,11.1,17.200000000000003,154.95495495495499
MRI-ESM2-0,351011,PRCPTOT,1083.0995,1145.975,-62.875499999999874,-5.486638015663507
MRI-ESM2-0,351011,R10mm,32.0,34.1,-2.1000000000000014,-6.158357771261001
MRI-ESM2-0,351011,R20mm,7.05,15.75,-8.7,-55.238095238095234
MRI-ESM2-0,351011,R50mm,0.2,3.1,-2.9,-93.54838709677419
MRI-ESM2-0,351011,R95p,20.573,352.71500000000003,-332.14200000000005,-94.16724550983089
MRI-ESM2-0,351011,R99p,0.0,136.48499999999999,-136.48499999999999,-100.0
MRI-ESM2-0,351011,Rx1day,36.478500000000004,111.39000000000001,-74.91150000000002,-67.25154861298142
MRI-ESM2-0,351011,Rx5day,101.68249999999999,183.615,-81.93250000000002,-44.62189908231899
MRI-ESM2-0,351011,SDII,6.198193271620372,12.145212615611134,-5.947019343990762,-48.96595499980479
MRI-ESM2-0,351012,CDD,57.45,56.05,1.4000000000000057,2.497769848349698
MRI-ESM2-0,351012,CWD,11.0,8.4,2.5999999999999996,30.952380952380945
MRI-ESM2-0,351012,PRCPTOT,1358.585,933.915,424.6700000000001,45.47201833143274
MRI-ESM2-0,351012,R10mm,42.25,25.55,16.7,65.36203522504893
MRI-ESM2-0,351012,R20mm,22.1,12.7,9.400000000000002,74.01574803149609
MRI-ESM2-0,351012,R50mm,3.9,3.15,0.75,23.80952380952381
