model,scenario,station,index,future_mean,window,obs_baseline,model_baseline,delta_obs_abs,delta_obs_pct,delta_model_abs,delta_model_pct
ACCESS-ESM1-5,ssp245,351011,R99p,4.5555,Near-term,136.48499999999999,0.0,-131.9295,-96.66227057918452,4.5555,
ACCESS-ESM1-5,ssp245,351011,Rx1day,41.903,Near-term,111.39000000000001,35.464,-69.48700000000002,-62.38172187808602,6.439,18.15644033385969
ACCESS-ESM1-5,ssp245,351011,Rx5day,114.54099999999998,Near-term,183.615,110.68800000000002,-69.07400000000003,-37.61893091523025,3.852999999999966,3.480955478461952
ACCESS-ESM1-5,ssp245,351011,SDII,6.302195434508034,Near-term,12.145212615611134,6.3541438828925925,-5.8430171811031,-48.10963270904489,-0.051948448384558255,-0.8175522830765645
ACCESS-ESM1-5,ssp245,351012,CDD,61.75,Near-term,56.05,56.9,5.700000000000003,10.169491525423734,4.850000000000001,8.523725834797894
ACCESS-ESM1-5,ssp245,351012,CWD,10.7,Near-term,8.4,11.05,2.299999999999999,27.380952380952365,-0.3500000000000014,-3.1674208144796507
ACCESS-ESM1-5,ssp245,351012,PRCPTOT,1462.087,Near-term,933.915,1460.9875,528.172,56.55461150104668,1.0995000000000346,0.07525731739662622
ACCESS-ESM1-5,ssp245,351012,R10mm,44.6,Near-term,25.55,46.3,19.05,74.55968688845401,-1.6999999999999957,-3.671706263498911
ACCESS-ESM1-5,ssp245,351012,R20mm,22.15,Near-term,12.7,24.15,9.45,74.40944881889763,-2.0,-8.281573498964804
ACCESS-ESM1-5,ssp245,351012,R50mm,4.8,Near-term,3.15,4.2,1.65,52.38095238095238,0.5999999999999996,14.285714285714276
ACCESS-ESM1-5,ssp245,351012,R95p,443.46400000000006,Near-term,302.75,389.9755,140.71400000000006,46.478612716763024,53.488500000000045,13.71586163746185
ACCESS-ESM1-5,ssp245,351012,R99p,93.5235,Near-term,129.48,57.849000000000004,-35.95649999999999,-27.76992585727525,35.674499999999995,61.66830887310064
ACCESS-ESM1-5,ssp245,351012,Rx1day,99.9255,Near-term,113.89000000000001,79.4605,-13.964500000000015,-12.261392571779801,20.465000000000003,25.754934841839663
ACCESS-ESM1-5,ssp245,351012,Rx5day,235.85399999999998,Near-term,198.625,225.78250000000003,37.228999999999985,18.743360604153548,10.071499999999958,4.46070886804777
ACCESS-ESM1-5,ssp245,351012,SDII,14.377731906903781,Near-term,11.876607222495185,14.46691584039416,2.5011246844085964,21.059252339938283,-0.08918393349037856,-0.6164681848867982
ACCESS-ESM1-5,ssp245,351201,CDD,65.15,Near-term,50.8,63.9,14.350000000000009,28.24803149606301,1.250000000000007,1.9561815336463335
ACCESS-ESM1-5,ssp245,351201,CWD,10.6,Near-term,9.6,10.1,1.0,10.416666666666668,0.5,4.9504950495049505
