source_type,model,season_type,variable,n_el_nino,n_la_nina,n_neutral,mean_el_nino,mean_la_nina,mean_neutral,anom_el_nino,anom_la_nina,pct_change_el_nino,pct_change_la_nina,mwu_stat_el_vs_la,p_val_el_vs_la,diagnostic_only
QDM_CMIP6,ACCESS-ESM1-5,RAINY,Rx5day,6,7,8,143.81974358974358,153.08879120879124,138.27586538461537,5.543878205128209,14.812925824175863,4.009288381387359,10.71258949128512,20.0,0.9452214452214452,False
QDM_CMIP6,ACCESS-ESM1-5,RAINY,SDII,6,7,8,10.522678203944768,11.125679868114611,11.46929588579545,-0.9466176818506824,-0.3436160176808389,-8.253494297091542,-2.9959643652266585,16.0,0.5337995337995338,False
QDM_CMIP6,ACCESS-ESM1-5,RAINY,R95p,6,7,8,101.00576923076922,148.54626373626374,131.17336538461538,-30.16759615384616,17.37289835164836,-22.998263454925706,13.244227058373491,15.0,0.4452214452214452,False
QDM_CMIP6,ACCESS-ESM1-5,RAINY,R99p,6,7,8,35.96076923076924,32.66241758241758,63.33634615384615,-27.375576923076917,-30.67392857142857,-43.22253900877184,-48.430214930492745,19.5,0.8805564005373742,False
QDM_CMIP6,ACCESS-ESM1-5,RAINY,CWD,6,7,8,10.0,9.142857142857142,10.0,0.0,-0.8571428571428577,0.0,-8.571428571428577,23.0,0.8356643356643356,False
QDM_CMIP6,ACCESS-ESM1-5,RAINY,CDD,6,7,8,17.333333333333332,17.571428571428573,19.490384615384613,-2.157051282051281,-1.91895604395604,-11.0672586745601,-9.845655084924925,27.0,0.4452214452214452,False
QDM_CMIP6,ACCESS-ESM1-5,HOT_DRY,PRCPTOT,8,12,8,121.65634615384616,111.94820512820512,151.73615384615383,-30.079807692307696,-39.78794871794874,-19.823757838758578,-26.22179863494495,55.0,0.6238787012780821,False
QDM_CMIP6,ACCESS-ESM1-5,HOT_DRY,Rx1day,8,12,8,30.314807692307696,26.993141025641023,32.78576923076923,-2.470961538461537,-5.79262820512821,-7.536689229614159,-17.668117421176337,57.0,0.5208065412399778,False
QDM_CMIP6,ACCESS-ESM1-5,HOT_DRY,Rx5day,8,12,8,58.89884615384616,51.35256410256411,68.31057692307692,-9.411730769230765,-16.958012820512813,-13.77785284968258,-24.824871322063156,49.0,0.9699293482575216,False
QDM_CMIP6,ACCESS-ESM1-5,HOT_DRY,SDII,8,12,8,10.15388281419511,9.128942090289437,9.585829000921317,0.568053813273794,-0.4568869106318818,5.925974824078304,-4.76627436800687,51.0,0.8506311026434865,False
QDM_CMIP6,ACCESS-ESM1-5,HOT_DRY,R95p,8,12,8,17.593365384615385,11.242435897435897,30.438557692307693,-12.845192307692308,-19.1961217948718,-42.200397395762586,-63.06514910764961,56.0,0.5264792305547628,False
QDM_CMIP6,ACCESS-ESM1-5,HOT_DRY,R99p,8,12,8,2.6188461538461536,0.0,13.213365384615384,-10.594519230769231,-13.213365384615384,-80.18032440928839,-100.0,60.0,0.088567502575371,False
QDM_CMIP6,ACCESS-ESM1-5,HOT_DRY,CWD,8,12,8,3.8557692307692304,3.7692307692307687,4.076923076923077,-0.2211538461538462,-0.3076923076923079,-5.424528301886795,-7.547169811320761,50.0,0.9078340000264986,False
