source_type,model,season_type,variable,anom_el_nino,anom_la_nina,asymmetry_sum_anom,asymmetry_pct,p_val_el_vs_la,significant_asymmetry_p05,low_n_flag
QDM_CMIP6,CanESM5,HOT_DRY,CDD,22.89583333333333,-3.9583333333333357,18.937499999999993,38.46804909013963,0.044701399163467194,True,False
RAW_CMIP6,EC-Earth3,RAINY,PRCPTOT,77.22597156545123,79.35445151049112,156.58042307594235,21.48996300537526,0.9452214452214451,False,False
RAW_CMIP6,EC-Earth3,RAINY,Rx1day,1.2455763888888853,0.0627470238095178,1.3083234126984031,5.1543166341665945,0.5337995337995338,False,False
RAW_CMIP6,EC-Earth3,RAINY,Rx5day,7.0677659027777935,0.5901382440476226,7.657904146825416,10.591428856700812,0.8356643356643356,False,False
RAW_CMIP6,EC-Earth3,RAINY,SDII,0.24042111449947168,0.10566001138707737,0.34608112588654905,5.9745216851634675,0.6282051282051282,False,False
RAW_CMIP6,EC-Earth3,RAINY,R95p,4.275743055555552,-6.832943452380945,-2.557200396825394,-4.831076286012242,0.5337995337995338,False,False
RAW_CMIP6,EC-Earth3,RAINY,R99p,-1.2809375000000007,-1.8162470238095243,-3.097184523809525,-65.8400497539193,0.21163360430310896,False,False
RAW_CMIP6,EC-Earth3,RAINY,CWD,8.71180555555555,6.346726190476183,15.058531746031733,43.95314830097434,0.7307692307692307,False,False
RAW_CMIP6,EC-Earth3,RAINY,CDD,-6.538194444444446,-3.742559523809522,-10.280753968253968,-41.59091365159633,0.6282051282051282,False,False
RAW_CMIP6,EC-Earth3,HOT_DRY,PRCPTOT,10.809559016875028,-11.97366777333329,-1.164108756458262,-0.59856454925245,0.3837421608319441,False,False
RAW_CMIP6,EC-Earth3,HOT_DRY,Rx1day,1.3965593749999954,-0.2392364583333375,1.1573229166666579,7.132154614517397,0.7920774787647853,False,False
RAW_CMIP6,EC-Earth3,HOT_DRY,Rx5day,-0.2628888541666612,-0.8776188194444359,-1.140507673611097,-2.404863640278743,0.9699293482575216,False,False
RAW_CMIP6,EC-Earth3,HOT_DRY,SDII,-0.2824770362727227,-0.2614075656348689,-0.5438846019075916,-15.81868407859516,0.7920774787647853,False,False
RAW_CMIP6,EC-Earth3,HOT_DRY,R95p,2.182781249999999,0.5403020833333336,2.7230833333333324,41.829705593860645,0.905874626961447,False,False
RAW_CMIP6,EC-Earth3,HOT_DRY,R99p,1.1619166666666665,0.6843958333333333,1.8463124999999998,,0.9595657057843286,False,False
RAW_CMIP6,EC-Earth3,HOT_DRY,CWD,0.8958333333333339,-0.4375,0.4583333333333339,3.741496598639461,0.6158964889935725,False,False
RAW_CMIP6,EC-Earth3,HOT_DRY,CDD,-9.895833333333336,-0.3958333333333286,-10.291666666666664,-25.127161749745667,0.08246386634176106,False,False
QDM_CMIP6,EC-Earth3,RAINY,PRCPTOT,86.88982638888888,130.79921130952357,217.68903769841245,26.629052602198165,0.5337995337995338,False,False
QDM_CMIP6,EC-Earth3,RAINY,Rx1day,-5.247673611111111,2.058318452380945,-3.189355158730166,-6.33910412315752,0.2948717948717949,False,False
QDM_CMIP6,EC-Earth3,RAINY,Rx5day,7.287743055555566,21.633497023809554,28.92124007936512,26.704052657326073,0.7307692307692307,False,False
QDM_CMIP6,EC-Earth3,RAINY,SDII,0.22120347579077304,0.3010024859547151,0.5222059617454882,5.798860164039612,1.0,False,False
QDM_CMIP6,EC-Earth3,RAINY,R95p,-0.47864583333333144,7.08188988095236,6.603244047619029,4.795765130305124,1.0,False,False
QDM_CMIP6,EC-Earth3,RAINY,R99p,-9.240590277777779,11.466711309523813,2.2261210317460343,10.240385021281192,0.4294884617174285,False,False
QDM_CMIP6,EC-Earth3,RAINY,CWD,6.090277777777775,8.026785714285715,14.11706349206349,75.54281467324945,0.6165905559145692,False,False
QDM_CMIP6,EC-Earth3,RAINY,CDD,-2.5451388888888893,-5.203869047619049,-7.7490079365079385,-54.102164502164506,0.07342657342657342,False,False
QDM_CMIP6,EC-Earth3,HOT_DRY,PRCPTOT,46.94666666666666,-0.2770486111111552,46.6696180555555,19.028056255495503,0.2082876875446535,False,False
