source_type,model,season_type,variable,n_el_nino,n_la_nina,n_neutral,mean_el_nino,mean_la_nina,mean_neutral,anom_el_nino,anom_la_nina,pct_change_el_nino,pct_change_la_nina,mwu_stat_el_vs_neu,p_val_el_vs_neu,mwu_stat_la_vs_neu,p_val_la_vs_neu,mwu_stat_el_vs_la,p_val_el_vs_la,low_n_flag
QDM_CMIP6,CESM2,HOT_DRY,Rx1day,8,12,8,39.284166666666664,31.822638888888893,43.58229166666666,-4.298124999999999,-11.75965277777777,-9.862090394129877,-26.982639801779822,36.0,0.7209013209013208,44.0,0.7920774787647853,59.0,0.42686353893784235,False
QDM_CMIP6,CESM2,HOT_DRY,Rx5day,8,12,8,85.32583333333334,67.05368055555554,73.14041666666667,12.185416666666669,-6.086736111111122,16.660305234793807,-8.321987197381004,37.0,0.6453768453768453,50.0,0.910105580693816,57.0,0.5208065412399778,False
QDM_CMIP6,CESM2,HOT_DRY,SDII,8,12,8,9.622977225542062,7.943999290811038,8.29326634644031,1.3297108791017518,-0.34926705562927207,16.03362081422236,-4.211453497802911,39.0,0.5053613053613053,49.0,0.9699293482575216,56.0,0.5713582599031516,False
QDM_CMIP6,CESM2,HOT_DRY,R95p,8,12,8,66.0415625,40.38993055555556,46.77270833333333,19.26885416666667,-6.382777777777768,41.19678943828534,-13.646372008842983,37.0,0.6314395816467896,49.0,0.968559887123876,54.0,0.6671736522987992,False
QDM_CMIP6,CESM2,HOT_DRY,R99p,8,12,8,22.662604166666668,10.705625,26.625520833333333,-3.962916666666665,-15.919895833333333,-14.883902897048173,-59.79186635629193,34.0,0.8621866944007625,44.0,0.7513591117305192,57.0,0.4591881861735847,False
QDM_CMIP6,CESM2,HOT_DRY,CWD,8,12,8,7.71875,7.291666666666667,7.03125,0.6875,0.26041666666666696,9.777777777777779,3.7037037037037077,31.5,1.0,46.5,0.9384566860091016,51.5,0.8168259887707218,False
QDM_CMIP6,CESM2,HOT_DRY,CDD,8,12,8,56.53125,55.46527777777777,61.16666666666667,-4.635416666666671,-5.7013888888889,-7.5783378746594074,-9.321071752951879,28.0,0.7129894874507409,42.0,0.6784313725490196,51.0,0.8469967641740412,False
RAW_CMIP6,CanESM5,RAINY,PRCPTOT,6,7,8,914.7983333333332,920.3033333333333,976.1574583333334,-61.359125000000176,-55.85412500000007,-6.285781507500153,-5.721835603793264,21.0,0.7545787545787546,26.0,0.8665112665112666,21.0,1.0,False
RAW_CMIP6,CanESM5,RAINY,Rx1day,6,7,8,64.88455555555555,58.916428571428575,59.30979166666667,5.5747638888888815,-0.39336309523809376,9.399398871977516,-0.6632346602208214,26.0,0.8518148518148518,29.0,0.9550893550893552,23.0,0.8356643356643356,False
RAW_CMIP6,CanESM5,RAINY,Rx5day,6,7,8,129.93716666666663,109.79257142857143,115.04220833333332,14.894958333333307,-5.249636904761886,12.947385615352026,-4.563226819804371,24.0,1.0,21.0,0.46340326340326343,26.0,0.5337995337995338,False
