model,station,method,period,n_values,n_wet_after_occurrence,n_dry_after_occurrence,n_extrapolated,pct_extrapolated,extrapolation_rule
MRI-ESM2-0,351003,detqm,validation,4383,815,3568,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351003,qdm,validation,4383,815,3568,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351004,qm,calibration,8035,1989,6046,2,0.101,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351004,detqm,calibration,8035,1989,6046,2,0.101,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351004,qdm,calibration,8035,1989,6046,2,0.101,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351004,qm,validation,4383,896,3487,1,0.112,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351004,detqm,validation,4383,896,3487,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351004,qdm,validation,4383,896,3487,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351005,qm,calibration,8035,1832,6203,2,0.109,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351005,detqm,calibration,8035,1832,6203,2,0.109,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351005,qdm,calibration,8035,1832,6203,2,0.109,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351005,qm,validation,4383,796,3587,1,0.126,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351005,detqm,validation,4383,796,3587,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351005,qdm,validation,4383,796,3587,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351006,qm,calibration,8035,4622,3413,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351006,detqm,calibration,8035,4622,3413,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351006,qdm,calibration,8035,4622,3413,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351006,qm,validation,4383,2399,1984,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351006,detqm,validation,4383,2399,1984,1,0.042,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351006,qdm,validation,4383,2399,1984,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351007,qm,calibration,8035,4694,3341,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351007,detqm,calibration,8035,4694,3341,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351007,qdm,calibration,8035,4694,3341,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351007,qm,validation,4383,2603,1780,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351007,detqm,validation,4383,2603,1780,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351007,qdm,validation,4383,2603,1780,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351008,qm,calibration,8035,4286,3749,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351008,detqm,calibration,8035,4286,3749,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351008,qdm,calibration,8035,4286,3749,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351008,qm,validation,4383,2205,2178,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351008,detqm,validation,4383,2205,2178,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351008,qdm,validation,4383,2205,2178,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351009,qm,calibration,8035,5032,3003,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351009,detqm,calibration,8035,5032,3003,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351009,qdm,calibration,8035,5032,3003,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351009,qm,validation,4383,2646,1737,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351009,detqm,validation,4383,2646,1737,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351009,qdm,validation,4383,2646,1737,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351010,qm,calibration,8035,4790,3245,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351010,detqm,calibration,8035,4790,3245,1,0.021,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351010,qdm,calibration,8035,4790,3245,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351010,qm,validation,4383,2506,1877,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351010,detqm,validation,4383,2506,1877,1,0.04,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351010,qdm,validation,4383,2506,1877,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351011,qm,calibration,8035,1943,6092,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351011,detqm,calibration,8035,1943,6092,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351011,qdm,calibration,8035,1943,6092,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351011,qm,validation,4383,855,3528,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351011,detqm,validation,4383,855,3528,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351011,qdm,validation,4383,855,3528,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351012,qm,calibration,8035,1731,6304,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351012,detqm,calibration,8035,1731,6304,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351012,qdm,calibration,8035,1731,6304,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351012,qm,validation,4383,783,3600,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351012,detqm,validation,4383,783,3600,2,0.255,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351012,qdm,validation,4383,783,3600,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351201,qm,calibration,8035,2027,6008,2,0.099,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351201,detqm,calibration,8035,2027,6008,2,0.099,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351201,qdm,calibration,8035,2027,6008,2,0.099,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351201,qm,validation,4383,915,3468,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351201,detqm,validation,4383,915,3468,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351201,qdm,validation,4383,915,3468,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
