model,member_id,station,block_start,block_end,month,calibration_months,sparse_fallback_used,n_target_observations_used,n_observed_calibration,n_model_calibration,n_observed_wet,n_model_wet,n_target,n_target_wet,observed_wet_fraction,model_wet_threshold_mm
ACCESS-ESM1-5,r1i1p1f1,351002,1981,1985,7,7,False,0,899,899,381,381,155,87,0.42380422691879865,1.013966629588431
ACCESS-ESM1-5,r1i1p1f1,351002,1981,1985,8,8,False,0,899,899,403,403,155,63,0.4482758620689655,0.9514482758620689
ACCESS-ESM1-5,r1i1p1f1,351002,1981,1985,9,9,False,0,870,870,394,394,150,50,0.4528735632183908,1.4043586206896552
ACCESS-ESM1-5,r1i1p1f1,351002,1981,1985,10,10,False,0,868,899,314,325,155,72,0.3617511520737327,1.6328847926267287
ACCESS-ESM1-5,r1i1p1f1,351002,1981,1985,11,11,False,0,780,870,100,112,150,23,0.1282051282051282,3.3471282051282056
ACCESS-ESM1-5,r1i1p1f1,351002,1981,1985,12,"11,12,1",True,0,2516,2668,134,143,155,11,0.05325914149443561,4.95083147853736
ACCESS-ESM1-5,r1i1p1f1,351002,1986,1990,1,"12,1,2",True,0,2517,2610,62,65,155,7,0.02463249900675407,5.588028605482708
ACCESS-ESM1-5,r1i1p1f1,351002,1986,1990,2,"1,2,3",True,0,2486,2610,99,104,140,5,0.03982300884955752,3.9720176991150455
ACCESS-ESM1-5,r1i1p1f1,351002,1986,1990,3,3,False,0,775,899,51,60,155,5,0.06580645161290323,2.2816232258064515
ACCESS-ESM1-5,r1i1p1f1,351002,1986,1990,4,4,False,0,840,870,127,132,150,27,0.15119047619047618,1.7862309523809523
ACCESS-ESM1-5,r1i1p1f1,351002,1986,1990,5,5,False,0,899,899,301,301,155,51,0.3348164627363737,1.4480088987764184
ACCESS-ESM1-5,r1i1p1f1,351002,1986,1990,6,6,False,0,870,870,297,297,150,42,0.3413793103448276,2.244582758620689
ACCESS-ESM1-5,r1i1p1f1,351002,1986,1990,7,7,False,0,899,899,339,339,155,51,0.3770856507230256,1.259754171301446
ACCESS-ESM1-5,r1i1p1f1,351002,1986,1990,8,8,False,0,899,899,395,395,155,64,0.43937708565072303,0.9688787541713013
ACCESS-ESM1-5,r1i1p1f1,351002,1986,1990,9,9,False,0,870,870,363,363,150,59,0.41724137931034483,1.518589655172413
ACCESS-ESM1-5,r1i1p1f1,351002,1986,1990,10,10,False,0,868,899,291,302,155,60,0.3352534562211982,1.8471935483870967
ACCESS-ESM1-5,r1i1p1f1,351002,1986,1990,11,11,False,0,750,870,96,112,150,24,0.128,3.3416080000000004
ACCESS-ESM1-5,r1i1p1f1,351002,1986,1990,12,"11,12,1",True,0,2455,2668,130,142,155,10,0.05295315682281059,4.981183299389012
ACCESS-ESM1-5,r1i1p1f1,351002,1991,1995,1,"12,1,2",True,0,2548,2610,51,53,155,0,0.020015698587127158,6.608779042386185
ACCESS-ESM1-5,r1i1p1f1,351002,1991,1995,2,"1,2,3",True,0,2486,2610,90,95,140,4,0.036202735317779566,4.239035398230089
ACCESS-ESM1-5,r1i1p1f1,351002,1991,1995,3,3,False,0,775,899,50,58,155,8,0.06451612903225806,2.2359032258064544
ACCESS-ESM1-5,r1i1p1f1,351002,1991,1995,4,4,False,0,840,870,143,148,150,28,0.17023809523809524,1.6200095238095236
ACCESS-ESM1-5,r1i1p1f1,351002,1991,1995,5,5,False,0,899,899,296,296,155,49,0.3292547274749722,1.48065850945495
ACCESS-ESM1-5,r1i1p1f1,351002,1991,1995,6,6,False,0,870,870,285,285,150,67,0.3275862068965517,2.1509827586206893
ACCESS-ESM1-5,r1i1p1f1,351002,1991,1995,7,7,False,0,899,899,334,334,155,65,0.371523915461624,1.2243715239154618
ACCESS-ESM1-5,r1i1p1f1,351002,1991,1995,8,8,False,0,899,899,390,390,155,67,0.43381535038932145,0.9713014460511682
ACCESS-ESM1-5,r1i1p1f1,351002,1991,1995,9,9,False,0,870,870,355,355,150,75,0.40804597701149425,1.463632183908046
ACCESS-ESM1-5,r1i1p1f1,351002,1991,1995,10,10,False,0,868,899,266,276,155,53,0.3064516129032258,2.0254838709677427
ACCESS-ESM1-5,r1i1p1f1,351002,1991,1995,11,11,False,0,750,870,105,122,150,20,0.14,3.203760000000002
ACCESS-ESM1-5,r1i1p1f1,351002,1991,1995,12,"11,12,1",True,0,2486,2668,135,145,155,8,0.05430410297666935,5.192341914722446
ACCESS-ESM1-5,r1i1p1f1,351002,1996,2000,1,"12,1,2",True,0,2517,2610,53,55,155,3,0.021056813667063964,6.374394119984117
ACCESS-ESM1-5,r1i1p1f1,351002,1996,2000,2,"1,2,3",True,0,2455,2610,79,84,140,2,0.03217922606924643,4.44942077393076
ACCESS-ESM1-5,r1i1p1f1,351002,1996,2000,3,3,False,0,744,899,36,44,155,1,0.04838709677419355,3.009161290322589
ACCESS-ESM1-5,r1i1p1f1,351002,1996,2000,4,4,False,0,840,870,121,126,150,10,0.14404761904761904,2.004485714285718
ACCESS-ESM1-5,r1i1p1f1,351002,1996,2000,5,5,False,0,899,899,290,290,155,45,0.3225806451612903,1.5306129032258067
ACCESS-ESM1-5,r1i1p1f1,351002,1996,2000,6,6,False,0,870,870,294,294,150,28,0.33793103448275863,2.3516758620689653
ACCESS-ESM1-5,r1i1p1f1,351002,1996,2000,7,7,False,0,899,899,351,351,155,40,0.39043381535038935,1.2530756395995541
ACCESS-ESM1-5,r1i1p1f1,351002,1996,2000,8,8,False,0,899,899,408,408,155,70,0.45383759733036705,0.927084538375974
ACCESS-ESM1-5,r1i1p1f1,351002,1996,2000,9,9,False,0,870,870,370,370,150,43,0.42528735632183906,1.5724022988505744
ACCESS-ESM1-5,r1i1p1f1,351002,1996,2000,10,10,False,0,868,899,293,304,155,38,0.33755760368663595,1.938873271889401
ACCESS-ESM1-5,r1i1p1f1,351002,1996,2000,11,11,False,0,750,870,97,113,150,14,0.12933333333333333,3.4282653333333335
ACCESS-ESM1-5,r1i1p1f1,351002,1996,2000,12,"11,12,1",True,0,2455,2668,124,135,155,4,0.0505091649694501,5.496885539714863
ACCESS-ESM1-5,r1i1p1f1,351002,2001,2005,1,"12,1,2",True,0,2517,2610,51,53,155,3,0.02026221692491061,6.608135876042908
ACCESS-ESM1-5,r1i1p1f1,351002,2001,2005,2,"1,2,3",True,0,2455,2610,89,95,140,2,0.03625254582484725,4.082844806517309
ACCESS-ESM1-5,r1i1p1f1,351002,2001,2005,3,3,False,0,744,899,48,58,155,17,0.06451612903225806,2.0644516129032278
ACCESS-ESM1-5,r1i1p1f1,351002,2001,2005,4,4,False,0,840,870,128,133,150,30,0.1523809523809524,1.7467428571428572
ACCESS-ESM1-5,r1i1p1f1,351002,2001,2005,5,5,False,0,899,899,309,309,155,56,0.3437152391546162,1.3647185761957734
ACCESS-ESM1-5,r1i1p1f1,351002,2001,2005,6,6,False,0,870,870,297,297,150,46,0.3413793103448276,2.204024137931034
ACCESS-ESM1-5,r1i1p1f1,351002,2001,2005,7,7,False,0,899,899,371,371,155,48,0.41268075639599555,1.1543648498331474
ACCESS-ESM1-5,r1i1p1f1,351002,2001,2005,8,8,False,0,899,899,426,428,155,85,0.4738598442714127,0.861
ACCESS-ESM1-5,r1i1p1f1,351002,2001,2005,9,9,False,0,870,870,367,367,150,64,0.4218390804597701,1.4607965517241386
ACCESS-ESM1-5,r1i1p1f1,351002,2001,2005,10,10,False,0,899,899,301,301,155,40,0.3348164627363737,1.9400044493882092
ACCESS-ESM1-5,r1i1p1f1,351002,2001,2005,11,11,False,0,720,870,97,118,150,16,0.13472222222222222,3.356454166666668
ACCESS-ESM1-5,r1i1p1f1,351002,2001,2005,12,"11,12,1",True,0,2425,2668,122,135,155,3,0.05030927835051546,5.535803711340206
ACCESS-ESM1-5,r1i1p1f1,351002,2006,2010,1,"12,1,2",True,0,2517,2610,56,59,155,9,0.022248708780294002,5.822405641636873
ACCESS-ESM1-5,r1i1p1f1,351002,2006,2010,2,"1,2,3",True,0,2455,2610,84,90,140,1,0.034215885947046845,4.209730753564155
ACCESS-ESM1-5,r1i1p1f1,351002,2006,2010,3,3,False,0,744,899,42,51,155,12,0.056451612903225805,2.3091290322580655
ACCESS-ESM1-5,r1i1p1f1,351002,2006,2010,4,4,False,0,840,870,145,151,150,20,0.17261904761904762,1.6709880952380953
ACCESS-ESM1-5,r1i1p1f1,351002,2006,2010,5,5,False,0,899,899,288,288,155,69,0.3203559510567297,1.4313203559510566
ACCESS-ESM1-5,r1i1p1f1,351002,2006,2010,6,6,False,0,870,870,280,281,150,56,0.3218390804597701,2.265
ACCESS-ESM1-5,r1i1p1f1,351002,2006,2010,7,7,False,0,899,899,349,349,155,80,0.3882091212458287,1.1231646273637377
ACCESS-ESM1-5,r1i1p1f1,351002,2006,2010,8,8,False,0,899,899,415,415,155,83,0.46162402669632924,0.8901546162402674
ACCESS-ESM1-5,r1i1p1f1,351002,2006,2010,9,9,False,0,870,870,370,370,150,87,0.42528735632183906,1.3572758620689656
ACCESS-ESM1-5,r1i1p1f1,351002,2006,2010,10,10,False,0,868,899,262,272,155,41,0.30184331797235026,2.1208894009216586
ACCESS-ESM1-5,r1i1p1f1,351002,2006,2010,11,11,False,0,720,870,100,121,150,10,0.1388888888888889,3.3701111111111106
ACCESS-ESM1-5,r1i1p1f1,351002,2006,2010,12,"11,12,1",True,0,2425,2668,131,145,155,9,0.05402061855670103,5.103051134020616
ACCESS-ESM1-5,r1i1p1f1,351002,2011,2014,1,"12,1,2",True,0,2697,2759,49,51,93,2,0.018168335187245088,6.629133852428626
ACCESS-ESM1-5,r1i1p1f1,351002,2011,2014,2,"1,2,3",True,0,2666,2790,91,96,84,1,0.034133533383345835,4.399428357089271
ACCESS-ESM1-5,r1i1p1f1,351002,2011,2014,3,3,False,0,837,961,53,61,93,2,0.06332138590203107,2.3072293906810026
ACCESS-ESM1-5,r1i1p1f1,351002,2011,2014,4,4,False,0,930,930,154,154,90,5,0.16559139784946236,1.785331182795699
ACCESS-ESM1-5,r1i1p1f1,351002,2011,2014,5,5,False,0,930,930,322,322,124,38,0.34623655913978496,1.4123849462365592
ACCESS-ESM1-5,r1i1p1f1,351002,2011,2014,6,6,False,0,900,900,307,307,120,40,0.3411111111111111,2.173163333333333
ACCESS-ESM1-5,r1i1p1f1,351002,2011,2014,7,7,False,0,930,930,371,371,124,48,0.3989247311827957,1.1533881720430106
ACCESS-ESM1-5,r1i1p1f1,351002,2011,2014,8,8,False,0,930,930,455,455,124,53,0.489247311827957,0.863978494623656
ACCESS-ESM1-5,r1i1p1f1,351002,2011,2014,9,9,False,0,900,900,397,397,120,58,0.4411111111111111,1.3728522222222224
ACCESS-ESM1-5,r1i1p1f1,351002,2011,2014,10,10,False,0,899,930,259,268,124,42,0.28809788654060065,2.137357063403782
ACCESS-ESM1-5,r1i1p1f1,351002,2011,2014,11,11,False,0,750,900,83,100,120,28,0.11066666666666666,3.417638666666667
ACCESS-ESM1-5,r1i1p1f1,351002,2011,2014,12,"11,12,1",True,0,2579,2791,106,115,124,3,0.04110120201628538,5.679846452113222
ACCESS-ESM1-5,r1i1p1f1,351003,1981,1985,1,1,False,0,899,899,90,90,155,27,0.10011123470522804,2.377300333704116
ACCESS-ESM1-5,r1i1p1f1,351003,1981,1985,2,2,False,0,784,812,50,52,140,18,0.06377551020408163,2.296839285714285
ACCESS-ESM1-5,r1i1p1f1,351003,1981,1985,3,3,False,0,899,899,155,155,155,30,0.1724137931034483,1.0702068965517255
ACCESS-ESM1-5,r1i1p1f1,351003,1981,1985,4,4,False,0,870,870,254,254,150,50,0.29195402298850576,0.7707517241379306
ACCESS-ESM1-5,r1i1p1f1,351003,1981,1985,5,5,False,0,899,899,445,445,155,69,0.4949944382647386,0.5514849833147942
ACCESS-ESM1-5,r1i1p1f1,351003,1981,1985,6,6,False,0,870,870,449,449,150,92,0.5160919540229885,0.5086448275862071
ACCESS-ESM1-5,r1i1p1f1,351003,1981,1985,7,7,False,0,899,899,529,529,155,112,0.5884315906562848,0.18958843159065622
ACCESS-ESM1-5,r1i1p1f1,351003,1981,1985,8,8,False,0,899,899,579,579,155,105,0.6440489432703004,0.16857619577308106
ACCESS-ESM1-5,r1i1p1f1,351003,1981,1985,9,9,False,0,870,870,519,519,150,85,0.596551724137931,0.382596551724138
ACCESS-ESM1-5,r1i1p1f1,351003,1981,1985,10,10,False,0,899,899,382,382,155,68,0.42491657397107896,0.7646996662958846
ACCESS-ESM1-5,r1i1p1f1,351003,1981,1985,11,11,False,0,840,870,228,236,150,50,0.2714285714285714,1.1591285714285715
ACCESS-ESM1-5,r1i1p1f1,351003,1981,1985,12,12,False,0,868,899,136,141,155,39,0.15668202764976957,1.8905898617511525
ACCESS-ESM1-5,r1i1p1f1,351003,1986,1990,1,1,False,0,899,899,91,91,155,16,0.10122358175750834,2.5675061179087875
ACCESS-ESM1-5,r1i1p1f1,351003,1986,1990,2,2,False,0,756,812,45,49,140,5,0.05952380952380952,2.677630952380952
ACCESS-ESM1-5,r1i1p1f1,351003,1986,1990,3,3,False,0,868,899,145,151,155,12,0.16705069124423963,1.1829654377880183
ACCESS-ESM1-5,r1i1p1f1,351003,1986,1990,4,4,False,0,870,870,254,254,150,46,0.29195402298850576,0.7983356321839075
ACCESS-ESM1-5,r1i1p1f1,351003,1986,1990,5,5,False,0,899,899,436,436,155,76,0.4849833147942158,0.5594249165739713
ACCESS-ESM1-5,r1i1p1f1,351003,1986,1990,6,6,False,0,870,870,440,440,150,78,0.5057471264367817,0.5720114942528735
ACCESS-ESM1-5,r1i1p1f1,351003,1986,1990,7,7,False,0,899,899,526,526,155,91,0.5850945494994438,0.21358509454949945
ACCESS-ESM1-5,r1i1p1f1,351003,1986,1990,8,8,False,0,899,899,594,594,155,102,0.660734149054505,0.15632146829810903
ACCESS-ESM1-5,r1i1p1f1,351003,1986,1990,9,9,False,0,870,870,504,505,150,88,0.5793103448275863,0.399
ACCESS-ESM1-5,r1i1p1f1,351003,1986,1990,10,10,False,0,899,899,371,371,155,67,0.41268075639599555,0.8218253615127918
ACCESS-ESM1-5,r1i1p1f1,351003,1986,1990,11,11,False,0,840,870,233,242,150,46,0.2773809523809524,1.154867857142857
ACCESS-ESM1-5,r1i1p1f1,351003,1986,1990,12,12,False,0,868,899,139,144,155,38,0.16013824884792627,1.8841958525345621
ACCESS-ESM1-5,r1i1p1f1,351003,1991,1995,1,1,False,0,899,899,93,93,155,6,0.10344827586206896,2.742827586206897
ACCESS-ESM1-5,r1i1p1f1,351003,1991,1995,2,2,False,0,756,812,45,49,140,8,0.05952380952380952,2.603690476190476
ACCESS-ESM1-5,r1i1p1f1,351003,1991,1995,3,3,False,0,868,899,146,152,155,18,0.16820276497695852,1.1507235023041478
ACCESS-ESM1-5,r1i1p1f1,351003,1991,1995,4,4,False,0,870,870,261,261,150,51,0.3,0.7366999999999996
ACCESS-ESM1-5,r1i1p1f1,351003,1991,1995,5,5,False,0,899,899,438,438,155,80,0.4872080088987764,0.541948832035595
