Dataset,Station,Year,n_expected_days,n_observed_records,n_valid,completeness_pct,missing_days,status,N_records,N_valid,N_missing,Missing_pct,Min_valid,Max_valid,Median_valid,Mean_valid,Start_date,End_date,Missing_calendar_dates,Status
Observed,351009,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351010,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351011,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351012,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351201,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed_profile,351001,,,,,,,,12418.0,12418.0,0.0,0.0,0.0,259.6,0.0,2.728523111612176,1981-01-01,2014-12-31,0.0,OK
Observed_profile,351002,,,,,,,,12418.0,12418.0,0.0,0.0,0.0,170.0,0.0,2.6932114672249963,1981-01-01,2014-12-31,0.0,OK
Observed_profile,351003,,,,,,,,12418.0,12418.0,0.0,0.0,0.0,155.0,0.0,3.7679416975358353,1981-01-01,2014-12-31,0.0,OK
Observed_profile,351004,,,,,,,,12418.0,12418.0,0.0,0.0,0.0,181.3,0.0,3.0118215493638267,1981-01-01,2014-12-31,0.0,OK
Observed_profile,351005,,,,,,,,12418.0,12418.0,0.0,0.0,0.0,152.0,0.0,3.028192945723949,1981-01-01,2014-12-31,0.0,OK
Observed_profile,351006,,,,,,,,12418.0,12418.0,0.0,0.0,0.0,143.5,0.8,3.141004992752456,1981-01-01,2014-12-31,0.0,OK
Observed_profile,351007,,,,,,,,12418.0,12418.0,0.0,0.0,0.0,201.1,0.9,3.2939201159607023,1981-01-01,2014-12-31,0.0,OK
Observed_profile,351008,,,,,,,,12418.0,12418.0,0.0,0.0,0.0,176.6,0.9,3.103647930423579,1981-01-01,2014-12-31,0.0,OK
Observed_profile,351009,,,,,,,,12418.0,12418.0,0.0,0.0,0.0,68.0,1.9,3.3028345949428246,1981-01-01,2014-12-31,0.0,OK
Observed_profile,351010,,,,,,,,12418.0,12418.0,0.0,0.0,0.0,54.2,1.7,3.2212916733773556,1981-01-01,2014-12-31,0.0,OK
Observed_profile,351011,,,,,,,,12418.0,12418.0,0.0,0.0,0.0,296.9,0.0,3.0343211467224998,1981-01-01,2014-12-31,0.0,OK
Observed_profile,351012,,,,,,,,12418.0,12418.0,0.0,0.0,0.0,298.5,0.0,2.5850217426316635,1981-01-01,2014-12-31,0.0,OK
Observed_profile,351201,,,,,,,,12418.0,12418.0,0.0,0.0,0.0,226.0,0.0,2.9155097439201163,1981-01-01,2014-12-31,0.0,OK
